taz,parkingType,pricingModel,chargingType,numStalls,feeInCents,ReservedFor
100481,Public,Block,NoCharger,43,0.0,Any
100481,Public,Block,NoCharger,24,0.0,Any
100481,Residential,Block,NoCharger,378,0.0,Any
100481,Workplace,Block,NoCharger,40,0.0,Any
100545,Residential,Block,NoCharger,390,0.0,Any
100545,Workplace,Block,NoCharger,95,0.0,Any
100503,Public,Block,NoCharger,74,0.0,Any
100503,Public,Block,NoCharger,328,0.0,Any
100503,Public,Block,NoCharger,24,0.0,Any
100503,Residential,Block,NoCharger,435,0.0,Any
100503,Workplace,Block,NoCharger,106,0.0,Any
100582,Residential,Block,NoCharger,212,0.0,Any
100582,Workplace,Block,NoCharger,26,0.0,Any
100415,Residential,Block,NoCharger,424,0.0,Any
100115,Public,Block,NoCharger,41,355.0,Any
100115,Public,Block,NoCharger,79,123.0,Any
100115,Residential,Block,NoCharger,312,0.0,Any
100115,Workplace,Block,NoCharger,50,0.0,Any
100441,Public,Block,NoCharger,54,0.0,Any
100441,Residential,Block,NoCharger,413,0.0,Any
100461,Public,Block,NoCharger,99,0.0,Any
100461,Public,Block,NoCharger,34,0.0,Any
100461,Residential,Block,NoCharger,396,0.0,Any
100061,Public,Block,NoCharger,38,277.92566,Any
100061,Public,Block,NoCharger,246,90.6058,Any
100061,Residential,Block,NoCharger,515,0.0,Any
201361,Public,Block,NoCharger,1000000,0.0,Any
201361,Residential,Block,NoCharger,392,0.0,Any
201361,Workplace,Block,NoCharger,1000000,0.0,Any
100485,Public,Block,NoCharger,47,0.0,Any
100485,Public,Block,NoCharger,39,0.0,Any
100485,Residential,Block,NoCharger,470,0.0,Any
100597,Public,Block,NoCharger,39,384.05374,Any
100597,Public,Block,NoCharger,71,0.0,Any
100597,Residential,Block,NoCharger,267,0.0,Any
100052,Public,Block,NoCharger,274,299.21539,Any
100052,Public,Block,NoCharger,400,181.05391,Any
100052,Public,Block,NoCharger,12,0.0,Any
100052,Residential,Block,NoCharger,713,0.0,Any
100585,Residential,Block,NoCharger,264,0.0,Any
100596,Residential,Block,NoCharger,255,0.0,Any
100113,Public,Block,NoCharger,74,355.0,Any
100113,Public,Block,NoCharger,4,0.0,Any
100113,Residential,Block,NoCharger,313,0.0,Any
100432,Public,Block,NoCharger,81,0.0,Any
100432,Residential,Block,NoCharger,362,0.0,Any
201436,Public,Block,NoCharger,1000000,0.0,Any
201436,Residential,Block,NoCharger,519,0.0,Any
201436,Workplace,Block,NoCharger,1000000,0.0,Any
100533,Public,Block,NoCharger,17,0.0,Any
100533,Public,Block,NoCharger,88,0.0,Any
100533,Residential,Block,NoCharger,382,0.0,Any
100501,Public,Block,NoCharger,26,0.0,Any
100501,Public,Block,NoCharger,40,0.0,Any
100501,Residential,Block,NoCharger,564,0.0,Any
100116,Public,Block,NoCharger,77,355.0,Any
100116,Public,Block,NoCharger,250,123.0,Any
100116,Residential,Block,NoCharger,301,0.0,Any
100116,Workplace,Block,NoCharger,60,0.0,Any
100411,Residential,Block,NoCharger,360,0.0,Any
100531,Public,Block,NoCharger,18,0.0,Any
100531,Public,Block,NoCharger,49,0.0,Any
100531,Residential,Block,NoCharger,217,0.0,Any
100426,Residential,Block,NoCharger,297,0.0,Any
100543,Public,Block,NoCharger,550,0.0,Any
100543,Residential,Block,NoCharger,282,0.0,Any
100543,Workplace,Block,NoCharger,9,0.0,Any
100472,Public,Block,NoCharger,187,0.0,Any
100472,Public,Block,NoCharger,23,0.0,Any
100472,Public,Block,NoCharger,30,0.0,Any
100472,Residential,Block,NoCharger,315,0.0,Any
100472,Workplace,Block,NoCharger,74,0.0,Any
100599,Public,Block,NoCharger,295,205.7924,Any
100599,Public,Block,NoCharger,695,125.48317,Any
100599,Public,Block,NoCharger,43,0.0,Any
100599,Residential,Block,NoCharger,548,0.0,Any
100599,Workplace,Block,NoCharger,120,0.0,Any
100792,Public,Block,NoCharger,84,136.02635,Any
100792,Public,Block,NoCharger,681,68.01318,Any
100792,Public,Block,NoCharger,13,0.0,Any
100792,Residential,Block,NoCharger,1080,0.0,Any
100792,Workplace,Block,NoCharger,236,0.0,Any
100541,Public,Block,NoCharger,28,0.0,Any
100541,Public,Block,NoCharger,13,0.0,Any
100541,Residential,Block,NoCharger,199,0.0,Any
100076,Public,Block,NoCharger,54,259.0,Any
100076,Public,Block,NoCharger,78,116.0,Any
100076,Residential,Block,NoCharger,243,0.0,Any
100076,Workplace,Block,NoCharger,100,0.0,Any
100074,Public,Block,NoCharger,57,259.0,Any
100074,Public,Block,NoCharger,50,116.0,Any
100074,Residential,Block,NoCharger,160,0.0,Any
100074,Workplace,Block,NoCharger,143,0.0,Any
100594,Public,Block,NoCharger,68,384.05374,Any
100594,Residential,Block,NoCharger,499,0.0,Any
100054,Public,Block,NoCharger,303,299.21539,Any
100054,Public,Block,NoCharger,843,181.05391,Any
100054,Public,Block,NoCharger,20,0.0,Any
100054,Residential,Block,NoCharger,826,0.0,Any
100141,Public,Block,NoCharger,700,273.0,Any
100141,Public,Block,NoCharger,1220,95.0,Any
100141,Public,Block,NoCharger,63,0.0,Any
100141,Residential,Block,NoCharger,579,0.0,Any
100141,Workplace,Block,NoCharger,487,0.0,Any
100544,Public,Block,NoCharger,46,0.0,Any
100544,Public,Block,NoCharger,61,0.0,Any
100544,Residential,Block,NoCharger,177,0.0,Any
100544,Workplace,Block,NoCharger,50,0.0,Any
100453,Public,Block,NoCharger,85,0.0,Any
100453,Public,Block,NoCharger,220,0.0,Any
100453,Public,Block,NoCharger,11,0.0,Any
100453,Residential,Block,NoCharger,364,0.0,Any
100111,Public,Block,NoCharger,137,355.0,Any
100111,Public,Block,NoCharger,270,123.0,Any
100111,Public,Block,NoCharger,189,0.0,Any
100111,Residential,Block,NoCharger,323,0.0,Any
100111,Workplace,Block,NoCharger,124,0.0,Any
100072,Public,Block,NoCharger,64,259.0,Any
100072,Public,Block,NoCharger,140,116.0,Any
100072,Residential,Block,NoCharger,209,0.0,Any
100072,Workplace,Block,NoCharger,15,0.0,Any
100454,Public,Block,NoCharger,156,0.0,Any
100454,Public,Block,NoCharger,46,0.0,Any
100454,Public,Block,NoCharger,15,0.0,Any
100454,Residential,Block,NoCharger,458,0.0,Any
100581,Public,Block,NoCharger,59,0.0,Any
100581,Residential,Block,NoCharger,315,0.0,Any
100581,Workplace,Block,NoCharger,106,0.0,Any
100153,Public,Block,NoCharger,395,477.0,Any
100153,Public,Block,NoCharger,414,109.0,Any
100153,Public,Block,NoCharger,7,0.0,Any
100153,Residential,Block,NoCharger,594,0.0,Any
100153,Workplace,Block,NoCharger,54,0.0,Any
100418,Public,Block,NoCharger,494,0.0,Any
100418,Residential,Block,NoCharger,1092,0.0,Any
100493,Public,Block,NoCharger,171,0.0,Any
100493,Public,Block,NoCharger,10,0.0,Any
100493,Residential,Block,NoCharger,285,0.0,Any
100493,Workplace,Block,NoCharger,82,0.0,Any
100114,Public,Block,NoCharger,64,355.0,Any
100114,Public,Block,NoCharger,85,123.0,Any
100114,Residential,Block,NoCharger,312,0.0,Any
100114,Workplace,Block,NoCharger,160,0.0,Any
201363,Public,Block,NoCharger,1000000,0.0,Any
201363,Residential,Block,NoCharger,201,0.0,Any
201363,Workplace,Block,NoCharger,1000000,0.0,Any
100801,Public,Block,NoCharger,674,0.0,Any
100801,Public,Block,NoCharger,6606,0.0,Any
100801,Residential,Block,NoCharger,2410,0.0,Any
100801,Workplace,Block,NoCharger,341,0.0,Any
201303,Public,Block,NoCharger,1000000,0.0,Any
201303,Residential,Block,NoCharger,370,0.0,Any
201303,Workplace,Block,NoCharger,1000000,0.0,Any
201393,Public,Block,NoCharger,1000000,0.0,Any
201393,Residential,Block,NoCharger,750,0.0,Any
201393,Workplace,Block,NoCharger,1000000,0.0,Any
100042,Public,Block,NoCharger,172,529.59387,Any
100042,Public,Block,NoCharger,430,138.6747,Any
100042,Residential,Block,NoCharger,980,0.0,Any
100042,Workplace,Block,NoCharger,25,0.0,Any
100433,Public,Block,NoCharger,26,0.0,Any
100433,Residential,Block,NoCharger,699,0.0,Any
100586,Public,Block,NoCharger,42,0.0,Any
100586,Public,Block,NoCharger,410,0.0,Any
100586,Public,Block,NoCharger,23,0.0,Any
100586,Residential,Block,NoCharger,287,0.0,Any
100586,Workplace,Block,NoCharger,663,0.0,Any
201471,Public,Block,NoCharger,1000000,0.0,Any
201471,Residential,Block,NoCharger,1408,0.0,Any
201471,Workplace,Block,NoCharger,1000000,0.0,Any
100393,Public,Block,NoCharger,81,0.0,Any
100393,Public,Block,NoCharger,1000000,0.0,Any
100393,Workplace,Block,NoCharger,1000000,0.0,Any
407071,Public,Block,NoCharger,1000000,0.0,Any
407071,Residential,Block,NoCharger,298,0.0,Any
407071,Workplace,Block,NoCharger,1000000,0.0,Any
100392,Public,Block,NoCharger,164,0.0,Any
100392,Public,Block,NoCharger,593,0.0,Any
100392,Residential,Block,NoCharger,214,0.0,Any
100392,Workplace,Block,NoCharger,131,0.0,Any
407081,Public,Block,NoCharger,1000000,0.0,Any
407081,Residential,Block,NoCharger,430,0.0,Any
407081,Workplace,Block,NoCharger,1000000,0.0,Any
201382,Public,Block,NoCharger,1000000,0.0,Any
201382,Residential,Block,NoCharger,758,0.0,Any
201382,Workplace,Block,NoCharger,1000000,0.0,Any
100321,Public,Block,NoCharger,437,0.0,Any
100321,Public,Block,NoCharger,100,0.0,Any
100321,Residential,Block,NoCharger,745,0.0,Any
100321,Workplace,Block,NoCharger,101,0.0,Any
407051,Public,Block,NoCharger,1000000,0.0,Any
407051,Residential,Block,NoCharger,317,0.0,Any
407051,Workplace,Block,NoCharger,1000000,0.0,Any
100967,Public,Block,NoCharger,62,0.0,Any
100967,Public,Block,NoCharger,145,0.0,Any
100967,Residential,Block,NoCharger,265,0.0,Any
100967,Workplace,Block,NoCharger,19,0.0,Any
101233,Residential,Block,NoCharger,176,0.0,Any
101234,Public,Block,NoCharger,600,0.0,Any
101234,Residential,Block,NoCharger,435,0.0,Any
100324,Public,Block,NoCharger,769,0.0,Any
100324,Residential,Block,NoCharger,1303,0.0,Any
101081,Residential,Block,NoCharger,275,0.0,Any
100301,Public,Block,NoCharger,229,0.0,Any
100301,Public,Block,NoCharger,494,0.0,Any
100301,Public,Block,NoCharger,1000000,0.0,Any
100301,Workplace,Block,NoCharger,1000000,0.0,Any
407072,Public,Block,NoCharger,1000000,0.0,Any
407072,Residential,Block,NoCharger,354,0.0,Any
407072,Workplace,Block,NoCharger,1000000,0.0,Any
101232,Residential,Block,NoCharger,294,0.0,Any
100281,Public,Block,NoCharger,126,789.3728,Any
100281,Public,Block,NoCharger,2995,157.58542,Any
100281,Residential,Block,NoCharger,1089,0.0,Any
100281,Workplace,Block,NoCharger,266,0.0,Any
101071,Residential,Block,NoCharger,334,0.0,Any
101042,Residential,Block,NoCharger,367,0.0,Any
101262,Public,Block,NoCharger,26,0.0,Any
101262,Public,Block,NoCharger,47,0.0,Any
101262,Residential,Block,NoCharger,362,0.0,Any
101235,Residential,Block,NoCharger,319,0.0,Any
407074,Public,Block,NoCharger,1000000,0.0,Any
407074,Residential,Block,NoCharger,305,0.0,Any
407074,Workplace,Block,NoCharger,1000000,0.0,Any
407064,Public,Block,NoCharger,1000000,0.0,Any
407064,Residential,Block,NoCharger,64,0.0,Any
407064,Workplace,Block,NoCharger,1000000,0.0,Any
100904,Public,Block,NoCharger,25,0.0,Any
100904,Residential,Block,NoCharger,842,0.0,Any
100916,Public,Block,NoCharger,147,0.0,Any
100916,Public,Block,NoCharger,10,0.0,Any
100916,Public,Block,NoCharger,81,0.0,Any
100916,Residential,Block,NoCharger,600,0.0,Any
100916,Workplace,Block,NoCharger,59,0.0,Any
100897,Public,Block,NoCharger,11,0.0,Any
100897,Residential,Block,NoCharger,233,0.0,Any
100897,Workplace,Block,NoCharger,53,0.0,Any
100908,Public,Block,NoCharger,3,0.0,Any
100908,Residential,Block,NoCharger,452,0.0,Any
101194,Residential,Block,NoCharger,263,0.0,Any
101261,Residential,Block,NoCharger,331,0.0,Any
101231,Public,Block,NoCharger,5,0.0,Any
101231,Residential,Block,NoCharger,305,0.0,Any
101266,Public,Block,NoCharger,93,0.0,Any
101266,Public,Block,NoCharger,40,0.0,Any
101266,Residential,Block,NoCharger,327,0.0,Any
101266,Workplace,Block,NoCharger,36,0.0,Any
101265,Public,Block,NoCharger,25,0.0,Any
101265,Residential,Block,NoCharger,336,0.0,Any
101041,Residential,Block,NoCharger,271,0.0,Any
100971,Residential,Block,NoCharger,431,0.0,Any
101241,Public,Block,NoCharger,483,0.0,Any
101241,Public,Block,NoCharger,1703,0.0,Any
101241,Residential,Block,NoCharger,563,0.0,Any
101241,Workplace,Block,NoCharger,210,0.0,Any
100907,Public,Block,NoCharger,21,0.0,Any
100907,Residential,Block,NoCharger,266,0.0,Any
100915,Residential,Block,NoCharger,539,0.0,Any
100915,Workplace,Block,NoCharger,200,0.0,Any
101183,Public,Block,NoCharger,70,0.0,Any
101183,Residential,Block,NoCharger,336,0.0,Any
101092,Residential,Block,NoCharger,487,0.0,Any
407082,Public,Block,NoCharger,1000000,0.0,Any
407082,Residential,Block,NoCharger,130,0.0,Any
407082,Workplace,Block,NoCharger,1000000,0.0,Any
100896,Residential,Block,NoCharger,249,0.0,Any
100932,Public,Block,NoCharger,9,0.0,Any
100932,Residential,Block,NoCharger,1081,0.0,Any
407073,Public,Block,NoCharger,1000000,0.0,Any
407073,Residential,Block,NoCharger,124,0.0,Any
407073,Workplace,Block,NoCharger,1000000,0.0,Any
100933,Public,Block,NoCharger,5,0.0,Any
100933,Residential,Block,NoCharger,507,0.0,Any
100335,Public,Block,NoCharger,5,102.0,Any
100335,Public,Block,NoCharger,176,75.0,Any
100335,Public,Block,NoCharger,16,0.0,Any
100335,Residential,Block,NoCharger,435,0.0,Any
100898,Public,Block,NoCharger,54,0.0,Any
100898,Public,Block,NoCharger,26,0.0,Any
100898,Residential,Block,NoCharger,176,0.0,Any
100898,Workplace,Block,NoCharger,12,0.0,Any
100334,Public,Block,NoCharger,61,0.0,Any
100334,Residential,Block,NoCharger,323,0.0,Any
407053,Public,Block,NoCharger,1000000,0.0,Any
407053,Residential,Block,NoCharger,20,0.0,Any
407053,Workplace,Block,NoCharger,1000000,0.0,Any
100892,Residential,Block,NoCharger,146,0.0,Any
100892,Workplace,Block,NoCharger,48,0.0,Any
100292,Public,Block,NoCharger,40,450.0,Any
100292,Residential,Block,NoCharger,372,0.0,Any
100274,Public,Block,NoCharger,30,0.0,Any
100274,Residential,Block,NoCharger,398,0.0,Any
100905,Public,Block,NoCharger,44,0.0,Any
100905,Residential,Block,NoCharger,392,0.0,Any
100332,Public,Block,NoCharger,286,0.0,Any
100332,Residential,Block,NoCharger,348,0.0,Any
101103,Public,Block,NoCharger,15,0.0,Any
101103,Residential,Block,NoCharger,362,0.0,Any
100303,Residential,Block,NoCharger,423,0.0,Any
101224,Residential,Block,NoCharger,212,0.0,Any
100391,Public,Block,NoCharger,301,0.0,Any
100391,Public,Block,NoCharger,1546,0.0,Any
100391,Residential,Block,NoCharger,214,0.0,Any
101093,Residential,Block,NoCharger,787,0.0,Any
100383,Residential,Block,NoCharger,186,0.0,Any
100272,Public,Block,NoCharger,50,0.0,Any
100272,Residential,Block,NoCharger,370,0.0,Any
101225,Residential,Block,NoCharger,218,0.0,Any
100322,Public,Block,NoCharger,38,0.0,Any
100322,Residential,Block,NoCharger,271,0.0,Any
100903,Public,Block,NoCharger,27,0.0,Any
100903,Residential,Block,NoCharger,239,0.0,Any
101223,Public,Block,NoCharger,15,0.0,Any
101223,Residential,Block,NoCharger,1047,0.0,Any
100382,Residential,Block,NoCharger,135,0.0,Any
100382,Workplace,Block,NoCharger,20,0.0,Any
100273,Public,Block,NoCharger,4,688.0517,Any
100273,Public,Block,NoCharger,60,166.66141000000002,Any
100273,Residential,Block,NoCharger,208,0.0,Any
101267,Residential,Block,NoCharger,300,0.0,Any
100394,Public,Block,NoCharger,534,0.0,Any
100394,Public,Block,NoCharger,489,0.0,Any
100394,Residential,Block,NoCharger,28,0.0,Any
100323,Public,Block,NoCharger,27,0.0,Any
100323,Residential,Block,NoCharger,153,0.0,Any
100271,Public,Block,NoCharger,13,688.0517,Any
100271,Public,Block,NoCharger,50,166.66141000000002,Any
100271,Residential,Block,NoCharger,227,0.0,Any
101045,Residential,Block,NoCharger,321,0.0,Any
101263,Public,Block,NoCharger,4,0.0,Any
101263,Residential,Block,NoCharger,356,0.0,Any
101044,Public,Block,NoCharger,99,0.0,Any
101044,Public,Block,NoCharger,28,0.0,Any
101044,Public,Block,NoCharger,36,0.0,Any
101044,Residential,Block,NoCharger,230,0.0,Any
10091E,Public,Block,NoCharger,44,0.0,Any
10091E,Residential,Block,NoCharger,362,0.0,Any
100331,Residential,Block,NoCharger,358,0.0,Any
10091B,Residential,Block,NoCharger,164,0.0,Any
101006,Public,Block,NoCharger,22,0.0,Any
101006,Residential,Block,NoCharger,644,0.0,Any
100283,Public,Block,NoCharger,82,789.3728,Any
100283,Public,Block,NoCharger,100,0.0,Any
100283,Residential,Block,NoCharger,161,0.0,Any
101065,Public,Block,NoCharger,102,0.0,Any
101065,Residential,Block,NoCharger,250,0.0,Any
100282,Public,Block,NoCharger,30,789.3728,Any
100282,Public,Block,NoCharger,400,157.58542,Any
100282,Residential,Block,NoCharger,93,0.0,Any
10099A,Public,Block,NoCharger,154,0.0,Any
10099A,Residential,Block,NoCharger,251,0.0,Any
100981,Public,Block,NoCharger,150,0.0,Any
100981,Public,Block,NoCharger,30,0.0,Any
100981,Residential,Block,NoCharger,325,0.0,Any
100291,Public,Block,NoCharger,37,450.0,Any
100291,Public,Block,NoCharger,29,109.0,Any
100291,Public,Block,NoCharger,32,0.0,Any
100291,Residential,Block,NoCharger,238,0.0,Any
100291,Workplace,Block,NoCharger,21,0.0,Any
101066,Public,Block,NoCharger,11,0.0,Any
101066,Public,Block,NoCharger,15,0.0,Any
101066,Residential,Block,NoCharger,289,0.0,Any
100304,Public,Block,NoCharger,2,593.4975,Any
100304,Residential,Block,NoCharger,261,0.0,Any
100304,Workplace,Block,NoCharger,60,0.0,Any
10091D,Residential,Block,NoCharger,725,0.0,Any
10091D,Workplace,Block,NoCharger,134,0.0,Any
101001,Residential,Block,NoCharger,583,0.0,Any
101001,Workplace,Block,NoCharger,16,0.0,Any
100913,Residential,Block,NoCharger,347,0.0,Any
100302,Residential,Block,NoCharger,268,0.0,Any
101008,Public,Block,NoCharger,6,0.0,Any
101008,Public,Block,NoCharger,165,0.0,Any
101008,Residential,Block,NoCharger,463,0.0,Any
100325,Public,Block,NoCharger,175,0.0,Any
100325,Residential,Block,NoCharger,204,0.0,Any
100961,Residential,Block,NoCharger,264,0.0,Any
100963,Residential,Block,NoCharger,321,0.0,Any
101007,Public,Block,NoCharger,7,0.0,Any
101007,Residential,Block,NoCharger,712,0.0,Any
100983,Public,Block,NoCharger,93,0.0,Any
100983,Residential,Block,NoCharger,285,0.0,Any
100983,Workplace,Block,NoCharger,28,0.0,Any
100381,Public,Block,NoCharger,263,0.0,Any
100381,Residential,Block,NoCharger,840,0.0,Any
100381,Workplace,Block,NoCharger,150,0.0,Any
100284,Public,Block,NoCharger,365,789.3728,Any
100284,Public,Block,NoCharger,1948,157.58542,Any
100284,Public,Block,NoCharger,757,0.0,Any
100284,Residential,Block,NoCharger,270,0.0,Any
100284,Workplace,Block,NoCharger,143,0.0,Any
100917,Public,Block,NoCharger,17,0.0,Any
100917,Public,Block,NoCharger,6,0.0,Any
100917,Residential,Block,NoCharger,332,0.0,Any
101073,Public,Block,NoCharger,52,0.0,Any
101073,Public,Block,NoCharger,100,0.0,Any
101073,Residential,Block,NoCharger,379,0.0,Any
100914,Public,Block,NoCharger,122,0.0,Any
100914,Residential,Block,NoCharger,467,0.0,Any
100261,Public,Block,NoCharger,485,409.0,Any
100261,Public,Block,NoCharger,1647,164.0,Any
100261,Public,Block,NoCharger,12,0.0,Any
100261,Residential,Block,NoCharger,442,0.0,Any
100261,Workplace,Block,NoCharger,420,0.0,Any
100964,Residential,Block,NoCharger,154,0.0,Any
101264,Residential,Block,NoCharger,443,0.0,Any
101046,Residential,Block,NoCharger,376,0.0,Any
101251,Public,Block,NoCharger,87,0.0,Any
101251,Public,Block,NoCharger,1883,0.0,Any
101251,Public,Block,NoCharger,3700,0.0,Any
101251,Residential,Block,NoCharger,428,0.0,Any
101251,Workplace,Block,NoCharger,1339,0.0,Any
100966,Residential,Block,NoCharger,72,0.0,Any
100918,Public,Block,NoCharger,15,0.0,Any
100918,Residential,Block,NoCharger,323,0.0,Any
101083,Public,Block,NoCharger,64,0.0,Any
101083,Residential,Block,NoCharger,999,0.0,Any
101083,Workplace,Block,NoCharger,788,0.0,Any
101043,Public,Block,NoCharger,76,0.0,Any
101043,Residential,Block,NoCharger,240,0.0,Any
101043,Workplace,Block,NoCharger,5,0.0,Any
100912,Residential,Block,NoCharger,442,0.0,Any
100921,Public,Block,NoCharger,837,0.0,Any
100921,Residential,Block,NoCharger,1085,0.0,Any
100921,Workplace,Block,NoCharger,670,0.0,Any
100256,Public,Block,NoCharger,141,239.0,Any
100256,Public,Block,NoCharger,150,171.0,Any
100256,Residential,Block,NoCharger,547,0.0,Any
100374,Residential,Block,NoCharger,273,0.0,Any
100343,Public,Block,NoCharger,94,108.78957,Any
100343,Public,Block,NoCharger,270,0.0,Any
100343,Residential,Block,NoCharger,351,0.0,Any
100911,Residential,Block,NoCharger,371,0.0,Any
100232,Public,Block,NoCharger,28,0.0,Any
100232,Residential,Block,NoCharger,458,0.0,Any
100965,Residential,Block,NoCharger,155,0.0,Any
10091A,Public,Block,NoCharger,139,0.0,Any
10091A,Residential,Block,NoCharger,421,0.0,Any
101085,Residential,Block,NoCharger,423,0.0,Any
100344,Public,Block,NoCharger,85,108.78957,Any
100344,Residential,Block,NoCharger,265,0.0,Any
100919,Residential,Block,NoCharger,326,0.0,Any
100252,Public,Block,NoCharger,112,239.0,Any
100252,Public,Block,NoCharger,629,171.0,Any
100252,Residential,Block,NoCharger,473,0.0,Any
101072,Public,Block,NoCharger,54,0.0,Any
101072,Public,Block,NoCharger,20,0.0,Any
101072,Public,Block,NoCharger,133,0.0,Any
101072,Residential,Block,NoCharger,574,0.0,Any
101072,Workplace,Block,NoCharger,1797,0.0,Any
101082,Residential,Block,NoCharger,338,0.0,Any
407041,Public,Block,NoCharger,1000000,0.0,Any
407041,Workplace,Block,NoCharger,1000000,0.0,Any
101047,Public,Block,NoCharger,12,0.0,Any
101047,Residential,Block,NoCharger,507,0.0,Any
101084,Public,Block,NoCharger,63,0.0,Any
101084,Residential,Block,NoCharger,325,0.0,Any
100341,Public,Block,NoCharger,51,108.78957,Any
100341,Public,Block,NoCharger,40,0.0,Any
100341,Public,Block,NoCharger,30,0.0,Any
100341,Residential,Block,NoCharger,362,0.0,Any
100341,Workplace,Block,NoCharger,31,0.0,Any
101274,Residential,Block,NoCharger,402,0.0,Any
100255,Public,Block,NoCharger,167,239.0,Any
100255,Public,Block,NoCharger,369,171.0,Any
100255,Residential,Block,NoCharger,564,0.0,Any
101014,Public,Block,NoCharger,30,0.0,Any
101014,Residential,Block,NoCharger,341,0.0,Any
101021,Public,Block,NoCharger,76,0.0,Any
101021,Residential,Block,NoCharger,702,0.0,Any
101021,Workplace,Block,NoCharger,85,0.0,Any
100372,Public,Block,NoCharger,49,0.0,Any
100372,Public,Block,NoCharger,18,0.0,Any
100372,Residential,Block,NoCharger,353,0.0,Any
100372,Workplace,Block,NoCharger,25,0.0,Any
101275,Public,Block,NoCharger,24,0.0,Any
101275,Residential,Block,NoCharger,184,0.0,Any
100997,Residential,Block,NoCharger,386,0.0,Any
100241,Residential,Block,NoCharger,579,0.0,Any
100985,Public,Block,NoCharger,38,0.0,Any
100985,Public,Block,NoCharger,29,0.0,Any
100985,Residential,Block,NoCharger,819,0.0,Any
100985,Workplace,Block,NoCharger,18,0.0,Any
100342,Public,Block,NoCharger,85,108.78957,Any
100342,Residential,Block,NoCharger,353,0.0,Any
101015,Public,Block,NoCharger,25,0.0,Any
101015,Residential,Block,NoCharger,632,0.0,Any
101015,Workplace,Block,NoCharger,3,0.0,Any
100231,Public,Block,NoCharger,20,82.0,Any
100231,Residential,Block,NoCharger,368,0.0,Any
100996,Residential,Block,NoCharger,502,0.0,Any
100294,Residential,Block,NoCharger,309,0.0,Any
101011,Public,Block,NoCharger,198,0.0,Any
101011,Residential,Block,NoCharger,949,0.0,Any
100333,Residential,Block,NoCharger,370,0.0,Any
101054,Residential,Block,NoCharger,434,0.0,Any
101054,Workplace,Block,NoCharger,30,0.0,Any
100998,Residential,Block,NoCharger,213,0.0,Any
100371,Public,Block,NoCharger,175,0.0,Any
100371,Public,Block,NoCharger,150,0.0,Any
100371,Public,Block,NoCharger,255,0.0,Any
100371,Residential,Block,NoCharger,277,0.0,Any
101033,Residential,Block,NoCharger,209,0.0,Any
101032,Public,Block,NoCharger,75,0.0,Any
101032,Residential,Block,NoCharger,478,0.0,Any
101062,Residential,Block,NoCharger,195,0.0,Any
101255,Residential,Block,NoCharger,331,0.0,Any
100233,Public,Block,NoCharger,126,102.0,Any
100233,Public,Block,NoCharger,85,0.0,Any
100233,Residential,Block,NoCharger,631,0.0,Any
101063,Residential,Block,NoCharger,349,0.0,Any
100375,Public,Block,NoCharger,87,0.0,Any
100375,Public,Block,NoCharger,150,0.0,Any
100375,Residential,Block,NoCharger,269,0.0,Any
100375,Workplace,Block,NoCharger,22,0.0,Any
101276,Residential,Block,NoCharger,315,0.0,Any
101051,Residential,Block,NoCharger,122,0.0,Any
100262,Public,Block,NoCharger,340,409.0,Any
100262,Public,Block,NoCharger,907,164.0,Any
100262,Residential,Block,NoCharger,90,0.0,Any
100262,Workplace,Block,NoCharger,25,0.0,Any
101272,Residential,Block,NoCharger,517,0.0,Any
101272,Workplace,Block,NoCharger,13,0.0,Any
100336,Public,Block,NoCharger,47,102.0,Any
100336,Public,Block,NoCharger,205,75.0,Any
100336,Public,Block,NoCharger,111,0.0,Any
100336,Residential,Block,NoCharger,239,0.0,Any
101052,Residential,Block,NoCharger,575,0.0,Any
100253,Public,Block,NoCharger,193,239.0,Any
100253,Public,Block,NoCharger,30,171.0,Any
100253,Residential,Block,NoCharger,491,0.0,Any
101055,Residential,Block,NoCharger,320,0.0,Any
100251,Residential,Block,NoCharger,176,0.0,Any
101256,Residential,Block,NoCharger,43,0.0,Any
100384,Public,Block,NoCharger,20,0.0,Any
100384,Residential,Block,NoCharger,301,0.0,Any
101254,Public,Block,NoCharger,130,0.0,Any
101254,Residential,Block,NoCharger,915,0.0,Any
100254,Public,Block,NoCharger,95,239.0,Any
100254,Public,Block,NoCharger,251,171.0,Any
100254,Residential,Block,NoCharger,396,0.0,Any
100991,Residential,Block,NoCharger,470,0.0,Any
100293,Residential,Block,NoCharger,322,0.0,Any
101277,Residential,Block,NoCharger,323,0.0,Any
101005,Public,Block,NoCharger,17,0.0,Any
101005,Residential,Block,NoCharger,602,0.0,Any
101067,Residential,Block,NoCharger,312,0.0,Any
100275,Public,Block,NoCharger,48,688.0517,Any
100275,Residential,Block,NoCharger,270,0.0,Any
101271,Residential,Block,NoCharger,429,0.0,Any
100161,Public,Block,NoCharger,261,525.0,Any
100161,Public,Block,NoCharger,388,191.0,Any
100161,Public,Block,NoCharger,42,0.0,Any
100161,Residential,Block,NoCharger,770,0.0,Any
101004,Residential,Block,NoCharger,603,0.0,Any
101253,Residential,Block,NoCharger,176,0.0,Any
10017A,Public,Block,NoCharger,4,784.69391,Any
10017A,Residential,Block,NoCharger,8,0.0,Any
10017A,Workplace,Block,NoCharger,318,0.0,Any
