ID,Latitude,Longitude
401391,37.337881,-121.85467
401390,37.827408,-122.267734
401393,37.978869,-122.043278
400809,37.542255,-122.06501899999999
401395,38.045274,-122.238047
400444,37.25025,-121.83555700000001
400307,37.997771,-122.03856
400115,37.688688,-122.114306
401399,37.979212,-122.04336599999999
400308,37.800758,-122.227469
400445,37.932712,-122.325878
400420,37.587303000000006,-122.351386
400410,37.240325,-121.78206200000001
401531,37.701069,-121.814319
400479,37.362439,-121.90321100000001
400478,38.01489,-122.26938100000001
400576,37.529088,-122.001101
400413,37.881791,-122.18156200000001
400574,37.711717,-122.16825800000001
401918,37.736222,-121.95013
400473,37.634102,-122.402969
402038,38.098652,-122.52022099999999
400470,37.914219,-122.317555
400372,37.38482,-121.974251
401394,37.559309999999996,-122.280483
401098,37.797357,-121.98592
401208,37.890467,-122.308444
400679,37.853676,-122.30001100000001
400678,37.764978,-122.217592
408646,37.962454,-122.32895800000001
408647,37.962454,-122.32895800000001
400675,37.921473,-122.336918
400674,37.565692,-122.040628
401090,38.013374,-122.27078700000001
400907,37.257815,-121.96236999999999
401097,37.833812,-122.007449
400673,37.329972,-122.013423
401095,37.901176,-122.070224
400309,37.495016,-121.95135900000001
401689,37.888027,-122.177148
401688,36.954824,-121.52944
401687,37.868707,-122.194653
402683,38.495094,-122.75456000000001
401685,36.962635,-121.54368000000001
401684,37.897341,-122.099019
401683,37.892590999999996,-122.156901
401852,37.701391,-121.88326399999998
401681,37.890212,-122.17369
401680,36.962635,-121.54368000000001
402234,38.163669,-122.20846399999999
401780,38.002078000000004,-122.078721
401068,37.703701,-122.156989
409305,37.835783,-122.484693
401837,37.490595,-122.217518
409462,37.063864,-121.58671499999998
400880,37.751602,-121.95981299999998
401781,38.218378,-122.135157
400886,37.639558,-122.40556799999999
400686,37.563681,-122.03876499999998
400884,37.552362,-122.2953
401995,37.386009,-121.97758300000001
401929,37.503896000000005,-122.24464099999999
400687,37.408459,-122.002706
400494,37.895807,-122.108492
400238,37.413256,-121.912324
400508,37.34766,-121.919969
401359,37.729064,-121.94438400000001
400235,38.030242,-122.25530800000001
400529,37.677613,-122.118725
400237,37.209941,-121.722999
401853,37.701229999999995,-122.03791899999999
401328,37.823549,-121.994013
401480,37.99346,-122.301971
401483,37.816342999999996,-122.251589
400232,37.468847,-121.90738300000001
402354,37.29475,-121.80996699999999
402355,37.299781,-121.813351
402356,37.307829,-121.82111599999999
402357,37.308845,-121.822499
402350,37.248955,-121.78114099999999
402351,37.248678999999996,-121.78138999999999
402352,37.266834,-121.80201100000001
400409,37.490584000000005,-121.945998
400406,37.831109999999995,-122.266925
400407,37.914274,-122.325581
402297,36.938772,-121.55273100000001
402296,36.938711,-121.552481
402358,37.314719000000004,-121.82778700000001
402359,37.329728,-121.842102
400400,37.34241,-121.85454299999999
400401,37.827921999999994,-121.99838000000001
401870,37.517958,-122.26082
400928,37.622820000000004,-122.077983
401872,37.484232,-122.183031
401873,37.484087,-122.18323899999999
401874,37.487321,-122.203433
401875,37.487195,-122.203699
400978,37.282486,-121.808807
402058,37.337199,-121.89788200000001
400976,37.984379,-122.315577
400977,37.620575,-122.399975
402055,38.144542,-122.216916
400962,38.06368,-122.534971
400972,37.813212,-121.99321100000002
402019,37.701572999999996,-121.87174499999999
400970,37.409755,-121.99593300000001
402199,37.848634000000004,-122.22625900000001
408146,37.862139,-122.20983799999999
408145,37.84877,-122.22657099999999
400939,37.670921,-122.110371
408143,37.852296,-122.222499
400837,37.303418,-121.878248
400538,37.985094000000004,-122.31575600000001
400539,37.572565999999995,-122.045996
400178,37.276988,-121.863502
401851,37.701673,-121.883255
401056,37.904098,-122.069992
400280,37.262054,-121.858503
401431,37.547175,-122.32287600000001
402025,37.702942,-121.75550700000001
401433,37.70139,-121.885271
401434,37.724996999999995,-121.941236
401435,37.825581,-122.30279399999999
401437,37.857661,-122.031123
400162,37.552555,-122.30741100000002
400289,37.896274,-122.107979
400122,37.36614,-121.901132
400125,37.617067,-122.39843700000002
400124,38.037879,-122.248062
400127,37.516003000000005,-122.10686100000001
400126,37.856365999999994,-122.301014
402220,37.701205,-121.85844499999999
402221,37.698534,-121.945474
402222,37.698190000000004,-121.946552
400496,37.560476,-122.041091
402224,37.701845,-122.033225
400490,37.531271000000004,-122.00473400000001
402226,37.698004,-122.042005
402227,37.692408,-122.064219
402228,37.690953,-122.074169
400474,37.256295,-121.79463899999999
400499,37.331068,-122.014931
400498,37.764896,-122.217766
400197,37.895088,-122.11296200000001
401878,38.335762,-122.01703300000001
401537,37.988174,-122.04038999999999
402308,37.017957,-121.564407
401420,37.800514,-121.98831899999999
401557,37.559063,-122.03381599999999
401555,37.255657,-121.858984
401658,37.220762,-121.73473200000001
401551,37.972158,-122.319728
400153,37.700938,-121.82888200000001
401655,37.335596,-121.858919
401410,37.75671,-122.40361899999999
401209,37.975313,-122.31866299999999
401651,37.508175,-122.24976200000002
401652,37.507979999999996,-122.249252
401558,37.91859,-122.317348
402293,37.44531,-121.92111899999999
400057,37.335021999999995,-121.93552199999999
402307,37.022044,-121.566252
400050,37.688984000000005,-122.114253
400053,37.862763,-122.03485900000001
400052,37.255790999999995,-121.875479
400753,37.573775,-122.31698600000001
400750,37.250746,-121.90776299999999
401411,37.609491999999996,-122.390874
400059,37.250481,-121.907735
401890,37.343447,-121.855539
400754,37.251509999999996,-121.838854
400755,37.909535999999996,-122.31670600000001
401891,37.343293,-121.855795
401213,37.638945,-122.44118600000002
400902,37.993386,-122.30153600000001
402050,38.140802,-122.221723
401898,37.824927,-122.270729
400677,37.320009999999996,-122.04875700000001
402306,37.002217,-121.556027
401114,37.797323999999996,-121.98616399999999
401298,37.554703,-122.289899
401112,37.832229,-122.004645
401111,37.906086,-122.069493
401110,37.901016,-122.070699
400113,37.932553000000006,-122.32601299999999
400670,37.664733,-122.10679499999999
401881,37.241836,-121.769232
401880,37.24082,-121.77869299999999
402125,38.432103999999995,-122.715593
402124,38.430806,-122.71547
402088,37.980677,-121.745776
402089,37.97472,-121.74096899999999
401058,38.007548,-122.27620300000001
400636,37.862811,-122.03463500000001
401889,37.883722999999996,-122.053331
401888,37.541569,-122.018846
402086,37.990041999999995,-121.75606200000001
402087,37.981027000000005,-121.74548700000001
401052,37.898689000000005,-122.309697
401053,37.553585,-122.29307
402129,38.44047,-122.72011
402128,38.437017,-122.717757
401728,38.348778,-122.71316999999999
401899,37.824753,-122.27080900000001
401671,37.828559000000006,-122.294113
401100,37.998946000000004,-122.075414
401720,38.002087,-122.078951
400547,37.942551,-122.515478
401722,37.720856,-121.938337
401724,37.849917,-122.028521
402093,37.965277,-121.739626
401612,38.004852,-122.03882800000001
401507,37.412677,-122.07953899999998
402205,38.011347,-122.010573
401106,37.896361999999996,-122.074417
401784,38.223534,-122.12761299999998
402202,37.843252,-122.254814
401107,37.788292999999996,-121.98111899999999
400792,37.255491,-121.95554299999999
400270,38.022118,-121.96234199999999
400272,37.546867999999996,-122.290231
400275,37.667821,-122.10834799999999
400274,37.409909000000006,-121.995942
400276,37.6271,-122.43056499999999
400278,37.266560999999996,-121.948692
400703,37.650242999999996,-122.452302
400442,37.730017,-122.18722
400769,37.516428999999995,-122.106743
400768,38.074507000000004,-122.541273
400378,37.925318,-122.32096499999999
400443,37.937478999999996,-122.32594499999999
400440,37.353727,-121.865827
400441,37.595999,-122.37006000000001
400446,37.774370000000005,-121.97398100000001
408083,37.891533,-122.308848
402157,38.047027,-122.12481899999999
401686,37.688902,-122.10683700000001
400448,37.541756,-122.065675
400449,37.419452,-121.95549799999999
400376,37.496302,-121.923874
401343,37.562381,-122.27516000000001
401834,37.496277,-122.23267299999999
401835,37.491388,-122.21888200000001
402011,36.9996,-121.555853
402010,36.999565999999994,-121.556242
402017,37.701638,-121.912277
402016,37.70183,-121.90489
401832,37.516368,-122.25871200000002
401833,37.496427000000004,-122.233186
400525,38.043797999999995,-122.535322
400832,37.254601,-121.956775
400527,37.586467999999996,-122.331956
402018,37.701839,-121.90781299999999
400688,37.259412,-121.966974
401045,37.924801,-122.32023799999999
400835,37.794062,-122.264744
401682,36.954824,-121.52944
401831,37.521615999999995,-122.264949
402131,38.445357,-122.72377900000001
402209,37.990092,-122.139719
402132,38.445432000000004,-122.723575
400082,37.980187,-122.317007
400083,37.839128,-122.264826
400540,37.65101,-122.406709
402133,38.446969,-122.724625
400084,37.329258,-122.01205300000001
400085,37.255594,-121.87471000000001
400883,37.92161,-122.061947
402134,38.446913,-122.724791
400088,37.414988,-121.91268500000001
408107,37.637181,-122.088255
400839,37.580027,-122.048801
401422,37.800538,-121.988095
401474,37.47483,-122.16514699999999
401475,37.654773999999996,-122.10055600000001
401476,38.013608000000005,-121.99883999999999
401002,37.897666,-122.09173999999999
401487,37.761390999999996,-121.966173
401471,37.827889,-122.29178
401472,37.700468,-122.39306699999999
401712,37.799848,-122.278241
401478,37.822927,-122.26185100000001
400611,37.619533000000004,-122.07565100000001
409307,37.833093,-122.48188799999998
402264,38.487178,-121.805573
402265,38.489167,-121.80338400000001
401274,38.024988,-122.26018899999998
402267,38.49707,-121.79472
402260,38.473363,-121.823474
402261,38.47285,-121.823777
402262,38.481149,-121.813543
401378,37.768834999999996,-122.405123
401756,37.995123,-122.06851499999999
401376,37.799723,-122.27833600000001
400838,37.988496000000005,-122.312983
401373,37.869565,-122.040824
402269,38.507719,-121.78334
401371,37.768938,-122.405503
408274,37.794185,-122.264627
401900,37.888329999999996,-122.30909
401901,37.888622,-122.308678
400593,37.618189,-122.398826
402062,37.89875,-122.309494
401906,37.335259,-121.848031
401907,37.335259,-121.848031
401908,37.335284,-121.84766200000001
401909,37.335284,-121.84766200000001
402305,36.984627,-121.558929
402303,36.980409,-121.557644
402302,36.980439000000004,-121.55735
402301,36.96584,-121.55238200000001
402300,36.965869,-121.552149
408951,37.962454,-122.32895800000001
400128,38.084974,-122.233096
409309,37.835658,-122.48461999999999
402330,37.117801,-121.625248
401081,38.007666,-122.276348
402331,37.117426,-121.62546499999999
408160,37.949288,-122.32644599999999
401358,37.723490000000005,-122.40101999999999
401598,38.385828000000004,-122.71606899999999
401481,37.822748,-122.262051
401519,37.885019,-122.054787
400798,37.590538,-122.36213000000001
400799,37.327927,-121.87613700000001
401513,37.838814,-122.296557
401629,37.714115,-122.171416
400794,37.390421999999994,-121.99371599999999
401517,37.703862,-122.156797
402059,37.337511,-121.897833
400790,37.391921999999994,-121.998077
400791,37.460727,-121.90115800000001
400150,37.873160999999996,-122.04359299999999
402259,38.465727,-121.83293
400152,37.805463,-121.99026200000002
400608,37.741927000000004,-122.197422
400154,37.226341999999995,-121.97515700000001
400158,37.421059,-121.93678
400010,37.629765,-122.40236499999999
402263,38.481035999999996,-121.813375
400015,37.534901,-122.076575
400014,37.245818,-121.775473
400017,37.253303,-121.94543999999999
400933,37.864636,-122.037
401327,37.315095,-121.914498
401489,37.427486,-121.91696200000001
401488,38.204941,-122.13816499999999
401012,37.53178,-122.3299
401011,37.563362,-122.038123
401016,37.645184,-122.44886799999999
401017,37.805197,-122.23471200000002
408255,37.926535,-122.060476
401015,37.783815000000004,-122.17863700000001
401621,37.713988,-122.171625
401151,38.251746000000004,-122.067825
400189,37.493107,-121.94892800000001
401155,38.258526,-122.062402
401620,37.602493,-122.38008799999999
401485,38.019047,-121.94895
401605,38.364327,-122.712405
401604,38.385827,-122.71631599999999
401603,38.413693,-122.715906
401602,38.421215000000004,-122.71533799999999
401601,38.368371,-122.71246699999999
401484,37.864591,-122.037218
408202,37.962454,-122.32895800000001
401766,38.346899,-122.713127
401279,37.767312,-121.970029
401388,37.316628,-121.95243799999999
402165,36.961948,-121.383526
401608,37.706032,-121.925529
400707,38.014974,-122.26949599999999
400236,37.325105,-121.89326200000001
400700,37.251345,-121.93408899999999
401568,38.013247,-121.998502
402067,37.321366999999995,-121.899571
401566,37.885203000000004,-122.05458999999999
401567,37.279721,-121.86459199999999
401564,37.700825,-121.814099
400709,37.341275,-121.927699
401560,37.357526,-121.90788400000001
401561,37.614012,-122.071623
400183,37.689941999999995,-122.39066899999999
400360,37.730698,-122.187572
401649,37.485259,-122.188331
401482,37.897809,-122.08248400000001
401215,37.975598,-122.318706
400181,37.244125,-121.77252800000001
401927,37.483017,-122.179523
400338,37.67345,-122.46795
402060,37.356654999999996,-122.062397
400334,37.701133,-121.81961000000001
401541,37.370203000000004,-121.90151399999999
400336,37.250624,-121.92820900000001
402061,37.356615999999995,-122.06262
400330,37.398628,-122.026802
400331,37.62072,-122.399676
409336,37.833371,-122.482669
400560,37.324839000000004,-122.00289099999999
400563,37.325188,-121.892923
400565,37.577647999999996,-122.04798999999998
400567,37.418931,-121.96282099999999
401129,37.266771999999996,-121.859
401126,37.747916,-121.957829
400873,37.420927,-121.93673999999999
401124,37.829025,-122.000079
400184,37.964604,-122.055102
400844,37.822794,-122.291843
401501,37.700511,-122.39339199999999
401121,37.896361999999996,-122.073007
400648,37.303016,-122.034801
400649,37.251740999999996,-121.958118
402118,37.344602,-121.902047
402119,37.421182,-121.91503600000001
400411,37.980256,-122.317154
400842,37.26205,-121.85913300000001
400642,37.821318,-122.268956
400643,37.390763,-121.99491200000001
402280,37.3744,-121.90269199999999
400645,37.552458,-122.295073
400646,37.689634000000005,-122.119252
400738,37.927273,-122.37421
402054,38.144611,-122.21715800000001
401994,37.385523,-121.975872
402294,36.92555,-121.547028
401210,37.291198,-122.02339099999999
400841,37.52558,-122.09862
401072,37.68658,-122.132116
409311,37.835658,-122.48461999999999
409310,37.834787,-122.484105
400934,37.254002,-121.94936499999999
400891,37.29855,-121.81255300000001
401243,37.969552,-122.32060700000001
400892,37.701571,-121.90716699999999
400895,37.380958,-121.96074099999998
400894,37.242723,-121.80446599999999
402290,37.436753,-121.919191
400208,37.922169,-122.061722
400209,37.319961,-122.049031
401679,36.950307,-121.521774
401381,37.835333,-122.265611
401710,37.779393,-122.238114
401336,37.604259000000006,-122.38276499999999
400201,37.419185999999996,-121.96283100000001
400202,37.92135,-122.33761499999999
400203,37.822145,-122.259965
400204,37.521657,-122.102892
400287,38.116566999999996,-122.106057
400206,37.381356,-121.96211000000001
400207,37.827979,-121.99814199999999
402343,37.196849,-121.701575
