,ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4,Date
6111,407171,680,N,4,85,68000.0,1.42,1.41,37.355375,-121.838389,,FR,1,E. Capitol Expwy rm-n-loop,DT0B2,z1-N-37-680-00142,755305,437787,2015_03_07
6112,407172,680,N,4,85,68000.0,.25,0.24,37.341738,-121.848369,0.248,ML,4,S. King Rd off-n-diag,DT0A7,L4-N-37-680-00025,999484,437683,2015_03_07
6113,407173,680,N,4,85,68000.0,.28,0.27,37.342007,-121.847982,0.115,ML,3,S. King Rd off-n-diag,DT0A7,L3-N-37-680-00028,999479,437689,2015_03_07
6114,407174,680,N,4,85,68000.0,5.22,5.21,37.40088,-121.876103,0.28,ML,4,N Capitol Ave rm-n-diag,DT0C4,L4-N-37-680-00522,999493,437820,2015_03_07
6115,407176,680,N,4,85,68000.0,1.66,1.65,37.358523,-121.840267,0.185,ML,4,Alum Rock Rd rm-n-loop,DT0B4,L4-N-37-680-00166,999486,437830,2015_03_07
6116,407177,680,N,4,85,68000.0,1.79,1.78,37.360223,-121.841285,0.19,ML,4,Alum Rock Rd rm-n-diag,DT0B5,L4- N-37-680-00179,999483,437881,2015_03_07
6117,407178,680,N,4,85,68000.0,2.23,2.22,37.365983,-121.844705,,FR,1,McKee Rd rm-s-diag,DT0B6,z1-N-37-680-00223,755306,437903,2015_03_07
6118,407179,680,N,4,85,,2.44,2.43,37.368611,-121.846609,0.385,ML,4,McKee Rd rm-n-diag,DT0B7,L4-N-37-680-00244,999487,437909,2015_03_07
6119,407180,680,N,4,85,,2.81,2.8,37.372785,-121.850839,0.255,ML,4,N of McKee Rd,DT0B8,L4-N-37-680-00281,999488,437922,2015_03_07
6120,407181,680,N,4,85,,3.42,3.41,37.379684,-121.857783,0.495,ML,4,S of Berryessa Rd,DT0B9,L4-N-37-680-00342,999489,437933,2015_03_07
6121,407184,680,S,4,85,47766.0,7.1,7.09,37.427403,-121.884848,0.36,ML,4,S of Wrigley Way,DT0C9,L4-S-37-680-00710,999510,437719,2015_03_07
6122,407185,680,S,4,85,68000.0,6.63,6.62,37.420881,-121.882423,0.405,ML,4,N of Landess Ave,DT0C8,L4-S-37-680-00663,999509,437758,2015_03_07
6123,407186,680,S,4,85,,4.49,4.48,37.391614,-121.870798,0.365,ML,4,Hotstteter Rd rn-s-loo/diag,DT0C2,L4-S-37-680-00449,999505,437850,2015_03_07
6124,407187,680,S,4,85,,3.72,3.71,37.383139,-121.861675,0.435,ML,4,Berryessa Rd rm-s-diag,DT0C0,L4-S-37-680-00372,999504,437873,2015_03_07
6125,407189,680,S,4,85,68000.0,6.3,6.29,37.416221,-121.881079,,FR,2,Landess Ave rm-n-diag,DT0C7,z2-S-37-680-00630,755318,437786,2015_03_07
6126,407190,680,S,4,85,68000.0,6.05,6.04,37.412704,-121.880023,0.46,ML,4,Montague Expwy rm-s-diag,DT0C6,L4-S-37-680-00605,999508,437790,2015_03_07
6127,407191,680,S,4,85,68000.0,5.71,5.7,37.407919,-121.878542,0.235,ML,4,N of N Capitol Ave,DT0C5,L4-S-37-680-00571,999507,437809,2015_03_07
6128,407194,680,S,4,85,68000.0,.48,0.47,37.344191,-121.845564,0.21,ML,6,oppo S. King Rd off-s-diag,DT0A9,L6-S-37-680-00048,999513,437730,2015_03_07
6129,407195,680,S,4,85,68000.0,.49,0.48,37.344296,-121.845433,,FR,1,oppo S. King Rd off-s-diag,DT0A9,z1-S-37-680-00049,755309,437738,2015_03_07
6130,407196,680,S,4,85,68000.0,1.35,1.34,37.35456,-121.838284,0.21,ML,4,E. Capitol Expwy rm-s-loop,DT0B1,L4-S-37-680-00135,999498,437749,2015_03_07
6131,407197,680,S,4,85,68000.0,1.4,1.39,37.355237,-121.838607,0.23,ML,4,Alum Rock Rd rm-s-loop,DT0B3,L4-S-37-680-00140,999499,437815,2015_03_07
6132,407198,680,S,4,85,68000.0,1.65,1.64,37.358518,-121.840538,,FR,1,Alum Rock Rd rm-s-loop,DT0B3,z1-S-37-680-00165,755310,437816,2015_03_07
6133,407199,680,S,4,85,68000.0,5.22,5.21,37.401028,-121.876406,,FR,2,N Capitol Ave rm-n-diag,DT0C4,z2-S-37-680-00522,755317,437828,2015_03_07
6134,407200,680,S,4,85,,5.02,5.01,37.398207,-121.875543,0.545,ML,4,N Capitol Ave rm-s-diag,DT0C3,L4-S-37-680-00502,999506,437837,2015_03_07
6135,407202,680,S,4,85,68000.0,1.81,1.8,37.360613,-121.841794,0.32,ML,4,Alum Rock Rd rm-n-diag,DT0B5,L4-S-37-680-00181,999500,437888,2015_03_07
6136,407203,680,S,4,85,68000.0,1.81,1.8,37.360613,-121.841794,,FR,1,Alum Rock Rd rm-n-diag,DT0B5,z1-S-37-680-00181,755311,437894,2015_03_07
6137,407204,680,S,4,85,68000.0,2.23,2.22,37.366097,-121.845103,0.385,ML,4,McKee Rd rm-s-diag,DT0B6,L4-S-37-680-00223,999501,437897,2015_03_07
6138,407205,680,S,4,85,,2.44,2.43,37.368698,-121.847065,,FR,2,McKee Rd rm-n-diag,DT0B7,z2-S-37-680-00244,755316,437916,2015_03_07
6139,407206,680,S,4,85,,2.81,2.8,37.372897,-121.851246,0.36,ML,4,N of McKee Rd,DT0B8,L4-S-37-680-00281,999502,437928,2015_03_07
6140,407207,680,S,4,85,,3.42,3.41,37.379794,-121.858188,0.385,ML,4,S of Berryessa Rd,DT0B9,L4-S-37-680-00342,999503,437939,2015_03_07
6141,407219,880,N,4,1,26000.0,R1.65,12.152,37.477872,-121.93334,0.2,ML,5,S of Mission Ave,DT949,L5-N-33-880-R0165,999418,437665,2015_03_07
6142,407221,880,S,4,1,26000.0,R1.65,12.152,37.477791,-121.933545,0.2,ML,5,S of Mission Ave,DT949,L5-S-33-880-R0165,999419,437676,2015_03_07
6143,407233,4,E,4,13,,17.85,17.584,38.021173,-121.981491,0.39,ML,4,5400' E of Willow Pass Rd,DT423,L4-E-28-004-01785,204143,438477,2015_03_07
6144,407238,4,W,4,13,,17.85,17.518,38.021449,-121.981785,0.39,ML,4,5400' E of Willow Pass Rd,DT423,L4-W-28-004-01785,204144,438478,2015_03_07
6145,407239,12,W,4,55,,2.88,35.752,38.212014,-122.210113,0.708,ML,2,3800' E of Lynch Rd,DT1E7,L2-W-21-012-00288,999477,437623,2015_03_07
6146,407242,80,E,4,13,60620.0,3.41,16.743,37.943467,-122.323784,,FR,1,Solano Ave off,DTA11,z1-E-28-080-00341,755356,438225,2015_03_07
6147,407243,80,E,4,13,,13.48,26.813,38.052365,-122.2278,,FR,1,Pomona St off,DT971,z1-E-28-080-01348,755355,438234,2015_03_07
6148,407244,80,E,4,1,674.0,7.27,12.58,37.888622,-122.308678,,FR,1,Buchanan St off,DT6A4,z1-E-33-080-00727,755348,438326,2015_03_07
6149,407245,80,E,4,13,60620.0,.91,14.243,37.909564,-122.31655,,FR,1,Carlson Blvd off,DT112,z1-E-28-080-00091,755331,438336,2015_03_07
6150,407246,80,E,4,13,60620.0,1.12,14.453,37.912502,-122.317364,,OR,2,Carlson Ave on,DT113,a2-E-28-080-00112,799422,438351,2015_03_07
6151,407247,80,E,4,13,60620.0,2.97,16.303,37.937479,-122.325945,,OR,2,San Pablo Ave on,DT114,a2-E-28-080-00297,799423,438374,2015_03_07
6152,407248,80,E,4,13,60620.0,2,15.333,37.924801,-122.320238,,OR,1,Cutting Blvd on,DT165,a1-E-28-080-00200,799424,438391,2015_03_07
6153,407249,80,E,4,13,60620.0,4.2,17.533,37.954251,-122.328788,,FR,1,San Pablo Dam Rd off,DT167,z1-E-28-080-00420,755334,438397,2015_03_07
6154,407250,80,W,4,13,60620.0,4.2,17.533,37.954132,-122.3289,,OR,2,San Pablo Dam Rd on,DT167,a2-W-28-080-00420,799425,438399,2015_03_07
6155,407251,80,E,4,13,60620.0,4.3,17.633,37.955597,-122.329563,,OR,1,San Pablo Dam Rd on,DT168,a1-E-28-080-00430,799426,438410,2015_03_07
6156,407252,80,E,4,13,60620.0,6.56,19.893,37.98424,-122.315628,,FR,1,Richmond Pkwy HOV off,DT170,z1-E-28-080-00656,755336,438418,2015_03_07
6157,407253,80,E,4,13,60620.0,6.57,19.903,37.984379,-122.315577,,FR,1,Richmond Pkwy off,DT170,z1-E-28-080-00657,755337,438422,2015_03_07
6158,407254,80,E,4,13,60620.0,6.57,19.903,37.984379,-122.315577,,OR,2,Richmond Pkwy on loop,DT170,a2-E-28-080-00657,799427,438427,2015_03_07
6159,407255,80,E,4,13,57288.0,6.89,20.223,37.988496,-122.312983,,OR,1,Richmond Pkwy on diag,DT172,a1-E-28-080-00689,799430,438443,2015_03_07
6160,407257,80,E,4,1,6000.0,5.7,11.01,37.864887,-122.30302,,FR,1,University Ave off,DT321,z1-E-33-080-00570,755341,438458,2015_03_07
6161,407258,80,E,4,1,674.0,7.27,12.58,37.888622,-122.308678,,FF,2,Buchanan St off-e-diag,DT6A4,C2-E-33-080-00727,999545,438214,2015_03_07
6162,407259,80,E,4,1,22594.0,3.89,9.2,37.838814,-122.296557,,OR,2,Powell st on,DT091,a2-E-33-080-00389,799419,438226,2015_03_07
6163,407260,80,E,4,13,60620.0,.44,13.773,37.903574,-122.31244,,OR,2,Central Ave on,DT110,a2-E-28-080-00044,799420,438260,2015_03_07
6164,407261,80,E,4,13,57288.0,8.47,21.803,37.996735,-122.286591,,FR,1,Pinole Valley Rd off,DT874,z1-E-28-080-00847,755353,438272,2015_03_07
6165,407262,80,E,4,13,57288.0,7.61,20.943,37.99336,-122.301718,,OR,1,,DT872,a1-E-28-080-00761,799443,438275,2015_03_07
6166,407263,80,E,4,13,57288.0,7.61,20.943,37.99336,-122.301718,,FR,1,Appian Way off,DT872,z1-E-28-080-00761,755351,438279,2015_03_07
6167,407265,80,E,4,1,6000.0,5.85,11.16,37.866986,-122.303717,,OR,2,University Ave on,DT678,a2-E-33-080-00585,799438,438349,2015_03_07
6168,407268,80,E,4,13,57288.0,8.59,21.923,37.99801,-122.285108,,OR,1,Pinole Valley Rd on,DT469,a1-E-28-080-00859,799435,438396,2015_03_07
6169,407269,80,E,4,13,,5.21,18.543,37.965951,-122.322882,,FR,1,El Portal Dr off,DT466,z1-E-28-080-00521,z1-E-28-080-00521,438403,2015_03_07
6170,407270,80,E,4,13,60620.0,2.62,15.953,37.932712,-122.325878,,FR,1,San Pablo Ave off,DT463,z1-E-28-080-00262,755345,438408,2015_03_07
6171,407271,80,E,4,13,60620.0,1.54,14.873,37.91859,-122.317348,,FR,1,Potrero Ave off,DT462,z1-E-28-080-00154,755344,438417,2015_03_07
6172,407274,80,E,4,13,60620.0,5.5,18.833,37.969552,-122.320607,,OR,2,El Portal Dr on,DT861,a2-E-28-080-00550,799440,438293,2015_03_07
6173,407275,80,E,4,13,60620.0,5.92,19.253,37.975313,-122.318663,,FR,1,Hilltop Dr off,DT8A6,z1-E-28-080-00592,755354,438240,2015_03_07
6174,407278,80,W,4,1,674.0,7.74,13.05,37.89438,-122.307952,,FR,1,Cleveland Ave off,DTA41,z1-W-33-080-00774,755357,438218,2015_03_07
6175,407279,80,W,4,13,60620.0,3.41,16.743,37.943406,-122.323941,,OR,1,Solano Ave on,DTA11,a1-W-28-080-00341,799447,438224,2015_03_07
6176,407280,80,W,4,13,,13.48,26.813,38.052228,-122.228257,,OR,1,Pomona St on,DT971,a1-W-28-080-01348,799446,438232,2015_03_07
6177,407281,80,W,4,1,6000.0,5.85,11.16,37.866963,-122.303994,,FR,1,University Ave off,DT6A7,z1-W-33-080-00585,755349,438320,2015_03_07
6178,407282,80,W,4,13,60620.0,.91,14.243,37.909536,-122.316706,,OR,1,Carlson Blvd on,DT112,a1-W-28-080-00091,799421,438342,2015_03_07
6179,407283,80,W,4,13,60620.0,1.12,14.453,37.91248,-122.317515,,FR,1,Carlson Ave off,DT113,z1-W-28-080-00112,755332,438345,2015_03_07
6180,407284,80,W,4,13,60620.0,2.97,16.303,37.937368,-122.326196,,FR,1,San Pablo Ave off,DT114,z1-W-28-080-00297,755333,438372,2015_03_07
6181,407285,80,W,4,13,60620.0,4.3,17.633,37.955446,-122.329677,,FR,1,San Pablo Dam Rd off,DT168,z1-W-28-080-00430,755335,438406,2015_03_07
6182,407286,80,W,4,13,60620.0,6.56,19.893,37.984399,-122.316033,,OR,1,Richmond Pkwy HOV on,DT170,a1-W-28-080-00656,799428,438431,2015_03_07
6183,407287,80,W,4,13,60620.0,6.61,19.943,37.985094,-122.315756,,FR,2,Richmond Pkwy off,DT171,z2-W-28-080-00661,755338,438436,2015_03_07
6184,407288,80,W,4,13,60620.0,6.61,19.943,37.985094,-122.315756,,OR,1,Richmond Pkwy on loop,DT171,a1-W-28-080-00661,799429,438439,2015_03_07
6185,407289,80,W,4,13,60620.0,.23,13.563,37.900816,-122.310886,,OR,1,Central Ave on,DT461,a1-W-28-080-00023,799432,438434,2015_03_07
6186,407290,80,W,4,1,22594.0,3.9,9.21,37.839668,-122.297004,,FR,2,Powell St off,DT325,z2-W-33-080-00390,755342,438452,2015_03_07
6187,407291,80,W,4,1,6000.0,6.6,11.91,37.877407,-122.307241,,OR,2,Gilman St on,DT323,a2-W-33-080-00660,799431,438456,2015_03_07
6188,407293,80,W,4,13,,10.9,24.233,38.024988,-122.260189,,OR,2,Willow Ave on,DT021,a2-W-28-080-01090,799418,438221,2015_03_07
6189,407294,80,W,4,13,60620.0,.44,13.773,37.903475,-122.312712,,FR,1,Central Ave off,DT110,z1-W-28-080-00044,755330,438256,2015_03_07
6190,407295,80,W,4,13,57288.0,8.47,21.803,37.996849,-122.286694,,OR,2,Pinole Valley Rd on,DT874,a2-W-28-080-00847,799445,438271,2015_03_07
6191,407296,80,W,4,13,57288.0,7.62,20.953,37.993511,-122.301607,,FR,1,Appian Way off,DT873,z1-W-28-080-00762,755352,438285,2015_03_07
6192,407298,80,W,4,13,57288.0,7.6,20.933,37.99346,-122.301971,,OR,2,Appian Way on,DT821,a2-W-28-080-00760,799439,438324,2015_03_07
6193,407305,80,W,4,13,57288.0,8.59,21.923,37.998129,-122.285223,,FR,1,Pinole Valley Rd off,DT469,z1-W-28-080-00859,755347,438390,2015_03_07
6194,407306,80,W,4,13,60620.0,2.62,15.953,37.932553,-122.326013,,OR,2,Barrett Ave on,DT463,a2-W-28-080-00262,799434,438413,2015_03_07
6195,407307,80,W,4,13,60620.0,1.54,14.873,37.918568,-122.317539,,OR,2,Potrero Ave on,DT462,a2-W-28-080-00154,799433,438421,2015_03_07
6196,407308,80,W,4,13,60620.0,5.5,18.833,37.969432,-122.320772,,OR,1,El Portal Dr off,DT861,z1-W-28-080-00550,755350,438294,2015_03_07
6197,407310,80,W,4,13,60620.0,5.94,19.273,37.975598,-122.318706,,OR,2,Hilltop Dr rm-w-diag,DT869,a2-W-28-080-00594,799442,438242,2015_03_07
6198,407321,85,N,4,85,77000.0,R18.55,18.726,37.333648,-122.056851,0.17,ML,3,NB Rte 280 / Stevens Creek,DT6B2,L3-N-37-085-R1855,999529,438025,2015_03_07
6199,407322,85,N,4,85,77000.0,R18.55,18.726,37.333648,-122.056851,,OR,3,NB Rte 280 / Stevens Creek,DT6B2,a3-N-37-085-R1855,799412,438026,2015_03_07
6200,407323,85,N,4,85,49670.0,R23.01,23.186,37.396419,-122.068661,0.52,ML,3,Central Expwy rm-n-diag,DT194,L3-N-37-085-R2301,999521,438031,2015_03_07
6201,407324,85,N,4,85,49670.0,R23.01,23.186,37.396419,-122.068661,,OR,1,Central Expwy on,DT194,a1-N-37-085-R2301,799405,438038,2015_03_07
6202,407325,85,N,4,85,49670.0,R22.13,22.306,37.383707,-122.068108,0.55,ML,3,EB 237 rm-n-loop,DT6C1,L3-N-37-085-R2213,999543,437984,2015_03_07
6203,407326,85,N,4,85,49670.0,R22.13,22.306,37.383707,-122.068108,,OR,1,EB 237 on loop,DT6C1,a1-N-37-085-R2213,799416,437990,2015_03_07
6204,407327,85,N,4,85,49670.0,R22,22.176,37.381833,-122.067905,,FR,1,EB 237 off,DT6C1,z1-N-37-085-R2200,755327,437994,2015_03_07
6205,407328,85,N,4,85,49670.0,R21.68,21.856,37.377217,-122.067542,0.205,ML,3,ECR rm-n-loop,DT6A3,L3-N-37-085-R2168,999523,438046,2015_03_07
6206,407329,85,N,4,85,49670.0,R21.68,21.856,37.377217,-122.067542,,OR,1,ECR on loop,DT6A3,a1-N-37-085-R2168,799406,438050,2015_03_07
6207,407330,85,N,4,85,49670.0,R21.68,21.856,37.377217,-122.067542,,FR,1,ECR off diag,DT6A3,z1-N-37-085-R2168,755320,438043,2015_03_07
6208,407331,85,N,4,85,77000.0,R18.7,18.876,37.335431,-122.058337,0.405,ML,4,Homestead Dr rm-n-loop,DT6B3,L4-N-37-085-R1870,999530,438190,2015_03_07
6209,407332,85,N,4,85,49670.0,R23.71,23.886,37.407311,-122.069566,,FF,1,NB 101 HOV,DT6C0,C1-N-37-085-R2371,999517,438089,2015_03_07
6211,407334,85,N,4,85,49670.0,R23.71,23.886,37.407311,-122.069566,,FR,2,Shoreline Blvd off,DT6C0,z2-N-37-085-R2371,755329,438100,2015_03_07
6212,407335,85,N,4,85,49670.0,R21.4,21.576,37.373213,-122.067368,0.48,ML,3,(future) POC,DT6B9,L3-N-37-085-R2140,999541,438109,2015_03_07
6213,407336,85,N,4,85,,R20.65,20.826,37.363146,-122.062707,0.26,ML,3,N of Fremont Ave,DT6B8,L3-N-37-085-R2065,999539,438127,2015_03_07
6214,407337,85,N,4,85,77000.0,R19.9,20.076,37.352542,-122.060668,0.185,ML,3,W Fremont Ave rm-n-diag,DT6B7,L3-N-37-085-R1990,999537,438136,2015_03_07
6215,407338,85,N,4,85,77000.0,R19.9,20.076,37.352542,-122.060668,,OR,2,W Fremont Ave on,DT6B7,a2-N-37-085-R1990,799415,438144,2015_03_07
6216,407339,85,N,4,85,77000.0,R19.83,20.006,37.351571,-122.060285,0.27,ML,3,W Fremont Ave rm-s-diag,DT6B6,L3-N-37-085-R1983,999535,438150,2015_03_07
6217,407340,85,N,4,85,77000.0,R19.83,20.006,37.351571,-122.060285,,FR,1,W Fremont Ave off,DT6B6,z1-N-37-085-R1983,755325,438162,2015_03_07
6218,407341,85,N,4,85,17610.0,R19.36,19.536,37.344713,-122.059766,0.33,ML,3,The Dalles POC,DT6B5,L3-N-37-085-R1936,999533,438165,2015_03_07
6219,407342,85,N,4,85,49670.0,R21.81,21.986,37.379094,-122.067604,0.115,ML,3,ECR rm-n-diag,DT6A6,L3-N-37-085-R2181,999525,438065,2015_03_07
6220,407343,85,N,4,85,49670.0,R21.81,21.986,37.379094,-122.067604,,OR,1,ECR on diag,DT6A6,a1-N-37-085-R2181,799408,438069,2015_03_07
6221,407344,85,N,4,85,77000.0,R18.36,18.536,37.331501,-122.054687,0.295,ML,3,SB I-280 rm-n-loop,DT6B0,L3-N-37-085-R1836,999527,438101,2015_03_07
6222,407345,85,N,4,85,77000.0,R18.36,18.536,37.331501,-122.054687,,OR,1,SB I-280 on,DT6B0,a1-N-37-085-R1836,799410,438105,2015_03_07
6223,407346,85,N,4,85,77000.0,R18.7,18.876,37.335431,-122.058337,,OR,1,Homestead Dr on,DT6B3,a1-N-37-085-R1870,799413,438199,2015_03_07
6224,407347,85,S,4,85,49670.0,R22.86,23.036,37.394258,-122.068542,,FR,1,Central Expwy off,DT194,z1-S-37-085-R2286,755319,438036,2015_03_07
6225,407348,85,S,4,85,49670.0,R22.17,22.346,37.384273,-122.068412,0.29,ML,3,EB 237 rm-n-loop,DT6C1,L3-S-37-085-R2217,999544,437985,2015_03_07
6226,407349,85,S,4,85,49670.0,R22.17,22.346,37.384273,-122.068412,,OR,1,EB 237 on,DT6C1,a1-S-37-085-R2217,799417,437992,2015_03_07
6227,407350,85,S,4,85,49670.0,R22.4,22.576,37.387585,-122.068783,,FR,1,EB 237 off,DT6C1,z1-S-37-085-R2240,755328,437998,2015_03_07
6228,407351,85,S,4,85,49670.0,R21.67,21.846,37.377057,-122.067805,,FR,1,ECR off loop,DT6A5,z1-S-37-085-R2167,755321,438054,2015_03_07
6229,407352,85,S,4,85,49670.0,R21.67,21.846,37.377057,-122.067805,0.215,ML,3,ECR rm-s-diag,DT6A5,L3-S-37-085-R2167,999524,438056,2015_03_07
6230,407353,85,S,4,85,49670.0,R21.67,21.846,37.377057,-122.067805,,OR,1,ECR on diag,DT6A5,a1-S-37-085-R2167,799407,438061,2015_03_07
6231,407354,85,S,4,85,17610.0,R18.87,19.046,37.337629,-122.059717,,FF,2,I-280,DT6B4,C2-S-37-085-R1887,999516,438179,2015_03_07
6232,407355,85,S,4,85,17610.0,R18.87,19.046,37.337629,-122.059717,,FR,1,Homestead Dr off-s-diag,DT6B4,z1-S-37-085-R1887,755324,438182,2015_03_07
6233,407356,85,S,4,85,77000.0,R18.7,18.876,37.335357,-122.058568,,FF,2,Homestead Dr rm-n-loop,DT6B3,C2-S-37-085-R1870,999515,438185,2015_03_07
6234,407357,85,S,4,85,17610.0,R18.81,18.986,37.336797,-122.059425,,FR,1,Homestead Dr rm-n-loop,DT6B3,z1-S-37-085-R1881,755323,438188,2015_03_07
6236,407359,85,S,4,85,49670.0,R23.71,23.886,37.407147,-122.070055,,FF,1,SB 101 HOV,DT6C0,C1-S-37-085-R2371,999519,438086,2015_03_07
6237,407360,85,S,4,85,49670.0,R21.4,21.576,37.373187,-122.067646,0.475,ML,3,(future) POC,DT6B9,L3-S-37-085-R2140,999542,438114,2015_03_07
6238,407361,85,S,4,85,,R20.65,20.826,37.363107,-122.063006,0.26,ML,3,N of Fremont Ave,DT6B8,L3-S-37-085-R2065,999540,438131,2015_03_07
6239,407362,85,S,4,85,77000.0,R19.9,20.076,37.352501,-122.060893,0.185,ML,3,W Fremont Ave rm-n-diag,DT6B7,L3-S-37-085-R1990,999538,438140,2015_03_07
6240,407363,85,S,4,85,77000.0,R19.9,20.076,37.352501,-122.060893,,FR,1,W Fremont Ave off,DT6B7,z1-S-37-085-R1990,755326,438147,2015_03_07
6241,407364,85,S,4,85,77000.0,R19.83,20.006,37.351529,-122.060518,0.27,ML,3,W Fremont Ave rm-s-diag,DT6B6,L3-S-37-085-R1983,999536,438155,2015_03_07
6242,407365,85,S,4,85,77000.0,R19.83,20.006,37.351529,-122.060518,,OR,2,W Fremont Ave on,DT6B6,a2-S-37-085-R1983,799414,438159,2015_03_07
6243,407366,85,S,4,85,49670.0,R21.83,22.006,37.379368,-122.067871,,FR,1,ECR off diag,DT6A9,z1-S-37-085-R2183,755322,438074,2015_03_07
6244,407367,85,S,4,85,49670.0,R21.83,22.006,37.379368,-122.067871,0.12,ML,3,ECR rm-s-loop,DT6A9,L3-S-37-085-R2183,999526,438077,2015_03_07
6245,407368,85,S,4,85,49670.0,R21.83,22.006,37.379368,-122.067871,,OR,1,ECR on loop,DT6A9,a1-S-37-085-R2183,799409,438084,2015_03_07
6246,407369,85,S,4,85,77000.0,R18.36,18.536,37.331409,-122.054869,,FF,2,SB I-280,DT6B0,C2-S-37-085-R1836,999514,438097,2015_03_07
6247,407370,85,S,4,85,77000.0,R18.55,18.726,37.333574,-122.057007,0.37,ML,3,NB I-280 rm-s-loop,DT6B1,L3-S-37-085-R1855,999528,438119,2015_03_07
6248,407371,85,S,4,85,77000.0,R18.55,18.726,37.333574,-122.057007,,OR,1,NB I-280 conn loop,DT6B1,a1-S-37-085-R1855,799411,438125,2015_03_07
6249,407372,85,S,4,85,77000.0,R19.36,19.536,37.344708,-122.059991,0.245,ML,3,The Dalles POC,DT6B5,L3-S-37-085-R1936,999534,438170,2015_03_07
6250,407373,85,S,4,85,17610.0,R18.87,19.046,37.337629,-122.059717,0.33,ML,3,Homestead Dr off-s-diag,DT6B4,L3-S-37-085-R1887,999532,438178,2015_03_07
6251,407374,85,S,4,85,49670.0,R22.92,23.096,37.395123,-122.068612,0.34,ML,3,oppo Central Expwy on-n-diag,DT194,L3-S-37-085-R2292,999522,438213,2015_03_07
6252,407375,85,S,4,85,77000.0,R18.7,18.876,37.335357,-122.058568,0.16,ML,3,Homestead Dr rm-n-loop,DT6B3,L3-S-37-085-R1870,999531,438195,2015_03_07
6253,407424,101,N,4,75,67000.0,R4.69,432.984,37.769471,-122.410345,0.42,ML,2,Utah St / Alameda St,DT237,M2-N-34-101-R0469,998812,423905,2015_03_07
6254,407429,101,N,4,85,68000.0,21.1,370.371,37.189168,-121.69071,0.5,ML,4,oppo Coyote Creek Golf Dr,DT704,L4-N-37-101-02110,106309,438338,2015_03_07
6255,407434,101,S,4,75,67000.0,R4.69,432.966,37.765986,-122.405214,0.313,ML,2,UTAH ST / ALAMEDA ST,DT237,M2-S-34-101-R0469,998813,423909,2015_03_07
6256,407435,101,S,4,75,67000.0,R4.98,433.256,37.768321,-122.406413,0.356,ML,3,Folsom St / Erie St / 13th St,DT241,M3-S-34-101-R0498,998834,423918,2015_03_07
6257,407436,101,S,4,75,67000.0,R4.69,432.966,37.765986,-122.405214,,OR,1,10th St on,DT237,b1-S-34-101-R0469,799039,429566,2015_03_07
6258,407439,101,S,4,85,68000.0,21.1,370.407,37.18886,-121.691027,0.75,ML,4,Coyote Creek Golf Dr rm-s-diag,DT704,L4-S-37-101-02110,106308,438331,2015_03_07
6259,407452,680,N,4,13,16000.0,19.38,51.045,37.97016,-122.059344,0.484,ML,3,S of Concord Ave off,DT851,L3-N-28-680-01938,998817,438000,2015_03_07
6260,407453,680,N,4,13,16000.0,19.9,51.565,37.976594,-122.064251,0.335,ML,4,Burnett ave rm-n-diag,DT915,L4-N-28-680-01990,999405,438013,2015_03_07
6261,407454,680,N,4,13,16000.0,19.9,51.565,37.976594,-122.064251,,OR,1,Burnett ave rm-n-diag,DT915,a1-N-28-680-01990,799211,438019,2015_03_07
6262,407455,680,N,4,13,57764.0,20.3,51.965,37.982228,-122.065865,0.23,ML,4,N of Concord Ave,DT240,L4-N-28-680-02030,683550,438466,2015_03_07
6263,407456,680,N,4,13,,20.51,52.175,37.98524,-122.066466,0.2,ML,4,N of Concord Ave,DT845,L4-N-28-680-02051,683570,437964,2015_03_07
6264,407457,680,N,4,13,57764.0,20.05,51.715,37.978657,-122.065116,0.2,ML,4,Concord Ave rm-n-diag,DT848,L4-N-28-680-02005,997042,437972,2015_03_07
6265,407458,680,N,4,13,,20.7,52.365,37.987954,-122.067021,0.3,ML,5,1600' S of rt. 4,DT844,L5-N-28-680-02070,998820,437952,2015_03_07
6266,407459,680,N,4,13,57764.0,20.05,51.715,37.978657,-122.065116,,OR,2,Concord Ave rm-n-diag,DT848,a2-N-28-680-02005,799125,437977,2015_03_07
6267,407460,680,N,4,95,5290.0,R.83,58.863,38.061999,-122.131285,0.38,ML,4,1500' S of Park Rd @ Bayshore,DT203,L4-N-23-680-R0083,680325,420420,2015_03_07
6268,407461,680,S,4,95,5290.0,R.83,58.968,38.062191,-122.13154,,OR,2,Bayshore Rd on,DT203,a2-S-23-680-R0083,799074,433559,2015_03_07
6269,407462,680,N,4,13,17988.0,9.91,41.283,37.845783,-122.025397,0.47,ML,4,2500' S of Stone Valley Rd,DT528,L4-N-28-680-00991,999307,438366,2015_03_07
6270,407463,680,N,4,13,17988.0,9.31,40.683,37.839933,-122.017269,0.405,ML,4,5000' S of Stone Valley Rd,DT527,L4-N-28-680-00931,683236,438384,2015_03_07
6271,407464,680,N,4,13,83346.0,16.38,47.872,37.926535,-122.060476,0.175,ML,4,Treat Blvd/Geary Rd off-n-diag,DT857,L4-N-28-680-01638,998824,438297,2015_03_07
6273,407467,680,N,4,13,,23.45,55.115,38.019317,-122.096919,0.32,ML,4,S of Marina Vista,DT833,L4-N-28-680-02345,997056,438312,2015_03_07
