,ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4,Date
16290,400390,101,N,4,41,52582.0,19.23,460.503,38.081688,-122.547804,0.415,ML,4,N of 37 / 101 Interchange,DT028,L4-N-27-101-01923,103519,420642,2015_08_22
16291,400392,101,S,4,41,,17.79,458.395,38.063597,-122.535214,0.315,ML,4,N of Posada Del sol,DT560,L4-S-27-101-01779,102472,422854,2015_08_22
16292,400393,680,S,4,13,17988.0,9.1,40.508,37.837989,-122.014484,0.25,ML,4,1500' N of El Pintado Rd,DT526,L4-S-28-680-00910,682236,421498,2015_08_22
16293,400394,101,S,4,85,68000.0,38.35,388.023,37.364382,-121.902692,0.28,ML,5,SB 880 rm-s-loop,DT192,L5-S-37-101-03835,998147,427043,2015_08_22
16294,400395,580,E,4,13,60620.0,1.4,65.374,37.914244,-122.325871,0.49,ML,3,ERLANDSON ST ON RAMP,DT118,L3-E-28-580-00140,580008,418661,2015_08_22
16295,400397,280,S,4,75,67000.0,2.05,52.023,37.726891,-122.445512,0.495,ML,5,HAVELOCK ST,DT007,L5-S-34-280-00205,280280,426854,2015_08_22
16296,400400,101,N,4,85,68000.0,35.11,384.743,37.34241,-121.854543,0.3,ML,4,SB 680  rm-n-diag,DT516,L4-N-37-101-03511,998137,422590,2015_08_22
16297,400401,680,S,4,13,17988.0,7.98,39.388,37.827922,-121.99838,0.255,ML,4,1300' S OF EL CERRO BLVD,DT258,L4-S-28-680-00798,680245,424264,2015_08_22
16298,400402,101,N,4,81,,19.25,421.437,37.615421,-122.397724,0.22,ML,6,101 / SFO Interchange,DT288,l6-N-35-101-01925,102341,423586,2015_08_22
16299,400406,24,W,4,1,53000.0,2.32,0.473,37.83111,-122.266925,0.285,ML,4,42ND ST AND MARTIN LUTHER KING,DT671,L4-W-33-024-00232,124105,424390,2015_08_22
16300,400407,580,W,4,13,60620.0,1.4,65.304,37.914274,-122.325581,0.49,ML,3,Erlandson St ON Ramp,DT118,L3-W-28-580-00140,580279,418786,2015_08_22
16301,400409,880,S,4,1,26000.0,3.05,13.277,37.490584,-121.945998,0.235,ML,4,Fremont Blvd rm-s-diag,DT983,L4-S-33-880-00305,998355,421732,2015_08_22
16302,400410,85,N,4,85,68000.0,.81,0.81,37.240325,-121.782062,0.77,ML,3,Great Oaks Blvd/Monterey Hwy,DT367,L3-N-37-085-00081,998033,420792,2015_08_22
16303,400411,80,W,4,13,60620.0,6.27,19.603,37.980256,-122.317154,0.335,ML,4,1000' W of Richmond Pkwy,DT169,L4-W-28-080-00627,080006,424288,2015_08_22
16304,400413,24,W,4,13,54232.0,R2.57,6.918,37.881791,-122.181562,0.395,ML,4,E OF CAMINO PABLO,DT432,L4-W-28-024-00257,124134,419598,2015_08_22
16305,400414,280,N,4,85,68000.0,6.09,7.472,37.317942,-121.977301,0.905,ML,4,Saratoga Ave rm-n-diag,DT598,L4-N-37-280-00609,998253,422752,2015_08_22
16307,400417,880,N,4,1,26000.0,4.03,14.257,37.500569,-121.958606,0.595,ML,4,At the truck scales,DT924,L4-N-33-880-00403,999410,420078,2015_08_22
16308,400418,87,N,4,85,68000.0,2.66,2.66,37.291922,-121.871631,0.37,ML,2,Curtner Ave rm-n-diag,DT641,L2-N-37-087-00266,387109,417417,2015_08_22
16309,400420,101,N,4,81,68252.0,16,418.187,37.587303,-122.351386,0.38,ML,5,Anza Blvd rm-n-diag,DT277,L5-N-35-101-01600,101323,426441,2015_08_22
16310,400421,101,S,4,81,9066.0,17.05,419.273,37.594295,-122.367943,0.29,ML,5,1500' N of Broadway,DT280,L5-S-35-101-01705,104300,426973,2015_08_22
16311,400422,880,N,4,1,68084.0,23.35,33.577,37.715784,-122.173158,0.245,ML,4,Davis St off-n-diag,DT917,L4-N-33-880-02335,882249,424768,2015_08_22
16312,400423,84,E,4,1,50916.0,3.86,33.92,37.541467,-122.065681,0.355,ML,3,Thornton Ave rm-e-diag,DT066,L3-E-33-084-00386,998331,418726,2015_08_22
16314,400427,880,S,4,1,33000.0,16.81,27.037,37.646153,-122.094899,0.495,ML,4,SR 92 on-s-coll,DT393,L4-S-33-880-01681,882228,421894,2015_08_22
16315,400428,101,N,4,41,,16.15,457.423,38.041791,-122.536263,0.225,ML,5,2600' N of Miller Creek Rd,DT556,L5-N-27-101-01615,103505,423378,2015_08_22
16316,400429,280,S,4,85,68000.0,6.98,8.362,37.319424,-121.993175,0.68,ML,4,LAWRENCE EXPWY,DT897,L4-S-37-280-00698,998255,419406,2015_08_22
16317,400430,80,E,4,13,57288.0,7.29,20.623,37.992091,-122.307341,0.36,ML,5,1000' W of Appian Way,DT468,L5-E-28-080-00729,999364,423112,2015_08_22
16318,400432,80,E,4,1,6000.0,5.7,11.01,37.864887,-122.30302,0.285,ML,5,University Ave off-e-diag,DT321,L5-E-33-080-00570,997006,423168,2015_08_22
16319,400435,101,S,4,85,77000.0,46.81,396.483,37.403153,-122.047463,0.42,ML,4,Ellis St rm-s-diag,DT085,L4-S-37-101-04681,998195,424618,2015_08_22
16320,400436,17,N,4,85,10340.0,10.57,23.123,37.271687,-121.947037,0.26,ML,3,Camden Ave rm-n-diag,DT267,l3-N-37-017-01057,998021,420772,2015_08_22
16321,400437,680,S,4,13,17988.0,6.87,38.278,37.813185,-121.993418,0.495,ML,4,Sycamore Valley Rd,DT517,L4-S-28-680-00687,682224,424252,2015_08_22
16322,400438,24,E,4,13,54232.0,2.25,6.598,37.87761,-122.184005,0.425,ML,4,CAMINO PABLO,DTA47,L4-E-28-024-00225,024129,418337,2015_08_22
16323,400439,101,S,4,81,9066.0,17.22,419.443,37.595859,-122.370348,0.24,ML,5,S of Hinkley Rd,DT281,L5-S-35-101-01722,103300,426980,2015_08_22
16324,400440,101,S,4,85,68000.0,36.11,385.779,37.353727,-121.865827,0.482,ML,4,Mckee Rd/Julian St rm-s-diag,DTA42,L4-S-37-101-03611,102154,424534,2015_08_22
16325,400441,101,N,4,81,9066.0,17.22,419.407,37.595999,-122.37006,0.24,ML,5,S of Hinkley Rd,DT281,L5-N-35-101-01722,103331,426455,2015_08_22
16326,400442,880,S,4,1,53000.0,24.6,34.827,37.730017,-122.18722,0.61,ML,4,98th Ave rm-s-diag,DTA33,L4-S-33-880-02460,998455,421924,2015_08_22
16327,400443,80,E,4,13,60620.0,2.97,16.303,37.937479,-122.325945,0.395,ML,4,San Pablo Ave rm-e-diag,DT114,L4-E-28-080-00297,080179,420162,2015_08_22
16328,400444,85,N,4,85,68000.0,3.84,3.84,37.25025,-121.835557,0.96,ML,3,BLOSSOM HILL,DT412,L3-N-37-085-00384,998043,420802,2015_08_22
16329,400445,80,E,4,13,60620.0,2.62,15.953,37.932712,-122.325878,0.46,ML,4,oppo Barrett Ave rm-w-diag,DT463,L4-E-28-080-00262,080177,420156,2015_08_22
16330,400446,680,S,4,13,68378.0,R3.98,35.388,37.77437,-121.973981,0.195,ML,4,Crow Canyon Rd rm-s-diag,DT506,L4-S-28-680-R0398,999321,424204,2015_08_22
16331,400448,84,W,4,1,50916.0,3.86,33.92,37.541756,-122.065675,0.41,ML,3,oppo Thornton Ave rm-e-diag,DT066,L3-W-33-084-00386,998332,418846,2015_08_22
16332,400449,237,W,4,85,68000.0,7.11,7.162,37.419452,-121.955498,0.665,ML,3,N First St,DT814,L3-W-37-237-00711,998234,418936,2015_08_22
16333,400450,680,N,4,13,17988.0,9.1,40.473,37.838067,-122.014224,0.25,ML,4,1500' N OF EL PINTADO RD,DT526,L4-N-28-680-00910,681251,418505,2015_08_22
16334,400451,880,S,4,1,26000.0,10.12,20.347,37.561479,-122.036403,0.21,ML,4,Decoto Rd rm-s-diag,DTA09,L4-S-33-880-01012,998395,421798,2015_08_22
16335,400454,880,S,4,1,53000.0,R33.15,43.377,37.803327,-122.301708,0.285,ML,4,2400' S of 7th St,DT332,L4-S-33-880-03315,999342,422020,2015_08_22
16336,400457,87,S,4,85,68000.0,1.53,1.53,37.276926,-121.863886,0.255,ML,2,Capitol Expwy  rm-n-diag,DT637,L2-S-37-087-00153,998100,417962,2015_08_22
16337,400460,101,S,4,41,,17.04,457.645,38.05375,-122.530892,0.305,ML,4,2000' N of Pacheco Creek OC,DTB44,L4-S-27-101-01704,104472,422842,2015_08_22
16338,400461,85,N,4,85,68000.0,6.34,6.34,37.254781,-121.878917,0.915,ML,3,ALMADEN EXPWY  RM-N-DIA,DT522,L3-N-37-085-00634,998061,420827,2015_08_22
16339,400462,680,S,4,95,,9.96,68.098,38.182315,-122.134276,2.245,ML,2,Gold Hill Rd oc,DT776,L2-S-23-680-00996,680322,417902,2015_08_22
16340,400463,880,S,4,1,33000.0,17.99,28.217,37.661372,-122.104698,0.215,ML,5,2000' N OF WINTON AVE,DT395,L5-S-33-880-01799,880234,426791,2015_08_22
16341,400464,85,N,4,85,44112.0,10.88,11.056,37.258029,-121.962211,0.345,ML,3,SB 17& NB 17 rm-n-diag,DT571,L3-N-37-085-01088,998077,420857,2015_08_22
16342,400465,80,W,4,13,57288.0,6.89,20.223,37.98862,-122.313232,0.34,ML,4,Richmond Pkwy rm-e-diag,DT172,L4-W-28-080-00689,802190,424300,2015_08_22
16343,400468,880,S,4,1,26000.0,6.1,16.327,37.521308,-121.985517,0.755,ML,4,Stevenson Blvd rm-s-diag,DT375,L4-S-33-880-00610,998371,421762,2015_08_22
16344,400470,80,W,4,13,60620.0,1.24,14.573,37.914219,-122.317555,0.21,ML,4,E of Carlson Blvd,DTA13,L4-W-28-080-00124,801162,419676,2015_08_22
16345,400473,101,N,4,81,,20.57,422.757,37.634102,-122.402969,0.255,ML,4,N Access Rd off-n-diag,DT293,L4-N-35-101-02057,103345,422362,2015_08_22
16346,400474,101,N,4,85,68000.0,28.5,377.771,37.256295,-121.794639,0.751,ML,4,Blossom Hill Rd  rm-n-loop,DT774,L4-N-37-101-02850,998219,422548,2015_08_22
16347,400478,80,E,4,13,33308.0,10.04,23.373,38.01489,-122.269381,0.44,ML,4,SR4 rm-e-fly/diag,DT020,L4-E-28-080-01004,080209,418636,2015_08_22
16348,400479,880,S,4,85,68000.0,3.94,3.94,37.362439,-121.903211,0.245,ML,3,SB 101 rm-s-diag,DTA65,L3-S-37-880-00394,998311,421417,2015_08_22
16349,400480,580,W,4,1,53000.0,45.31,61.395,37.824968,-122.270895,0.13,ML,4,West St / 35th St,DT343,L4-W-33-580-04531,999396,423004,2015_08_22
16350,400484,101,S,4,81,,19.37,421.593,37.616934,-122.398733,0.1,ML,5,1200' N of SFIA,DT289,L5-S-35-101-01937,103306,427001,2015_08_22
16351,400485,85,N,4,85,68000.0,10.29,10.29,37.254231,-121.949216,0.608,ML,3,SB 17/NB 17 rm-s-diag,DT558,L3-N-37-085-01029,998074,420847,2015_08_22
16352,400486,880,S,4,1,,19.96,30.187,37.683114,-122.127218,0.325,ML,6,Hesperian Blvd rm-s-diag,DTA29,L6-S-33-880-01996,998439,423754,2015_08_22
16353,400488,880,N,4,1,33000.0,13.78,24.007,37.608066,-122.067407,0.555,ML,5,Whipple Rd  rm-n-coll,DTA21,L5-N-33-880-01378,998417,426189,2015_08_22
16354,400489,580,E,4,1,53000.0,45.31,61.243,37.824791,-122.270978,0.13,ML,2,West St / 35th St,DT343,L2-E-33-580-04531,999395,419118,2015_08_22
16355,400490,880,N,4,1,26000.0,7.36,17.587,37.531271,-122.004734,0.65,ML,4,Mowry Ave rm-n-diag,DTA05,L4-N-33-880-00736,998385,424678,2015_08_22
16356,400492,580,E,4,1,53000.0,38.89,54.804,37.780572,-122.173006,1.037,ML,4,Seminary Ave,DT101,L4-E-33-580-03889,580224,420342,2015_08_22
16357,400494,24,E,4,13,39122.0,6.98,11.328,37.895807,-122.108492,0.39,ML,5,1400' E OF EBMUD AQUEDUCT UC,DT451,L5-E-28-024-00698,024145,423084,2015_08_22
16358,400495,880,N,4,1,53000.0,25.51,35.737,37.74083,-122.196448,0.38,ML,4,Hegenberger Rd rm-n-loop,DTA74,L4-N-33-880-02551,998469,424786,2015_08_22
16359,400496,84,W,4,1,50916.0,5.76,35.82,37.560476,-122.041091,2.6,ML,3,1300' W of 880,DT019,L3-W-33-084-00576,184120,418861,2015_08_22
16360,400497,101,N,4,81,73262.0,23.53,425.717,37.672002,-122.390835,0.39,ML,4,S of Sierra Pt Prkwy/Marina,DT299,L4-N-35-101-02353,102367,422386,2015_08_22
16361,400498,880,S,4,1,53000.0,27.53,37.757,37.764896,-122.217766,0.87,ML,4,High St rm-s-diag,DTA62,L4-S-33-880-02753,998475,421954,2015_08_22
16362,400499,280,N,4,85,17610.0,8.42,9.802,37.331068,-122.014931,0.725,ML,4,WOLFE RD,DT899,L4-N-37-280-00842,998261,422764,2015_08_22
16363,400501,80,W,4,13,,12,25.333,38.037848,-122.248287,0.4,ML,4,600' W of Refinery Rd UC,DT024,L4-W-28-080-01200,801208,424366,2015_08_22
16364,400503,101,N,4,81,73262.0,21.48,423.667,37.646963,-122.406317,0.4,ML,5,S. Airport Blvd rm-n-hook,DT296,L5-N-35-101-02148,101353,426483,2015_08_22
16365,400504,92,W,4,81,68252.0,9.33,10.056,37.531803,-122.330055,0.96,ML,2,400' W of W Hillsdale Blvd,DT031,L2-W-35-092-00933,092116,418134,2015_08_22
16366,400505,680,N,4,13,57764.0,17.01,48.502,37.935645,-122.060104,0.353,ML,5,OAK PARK BLVD,DT550,L5-N-28-680-01701,680285,423462,2015_08_22
16367,400507,85,N,4,85,68000.0,15.67,15.846,37.298931,-122.029806,0.515,ML,3,oppo De Anza Blvd rm-s-diag,DT602,L3-N-37-085-01567,998086,420872,2015_08_22
16368,400508,880,S,4,85,68000.0,2.55,2.55,37.34766,-121.919969,0.28,ML,3,Coleman Ave rm-s-diag,DT968,L3-S-37-880-00255,880124,421392,2015_08_22
16369,400513,101,S,4,41,,18.76,459.365,38.076213,-122.542571,0.305,ML,4,S OF 37/101 INTERCHANGE,DT565,L4-S-27-101-01876,103480,424144,2015_08_22
16370,400514,880,S,4,85,68000.0,1.28,1.28,37.334602,-121.936288,0.345,ML,3,BASCOM AVE,DT954,L3-S-37-880-00128,880112,421377,2015_08_22
16371,400515,880,N,4,1,,19.96,30.187,37.683298,-122.126995,0.37,ML,6,Hesperian Blvd,DT757,L6-N-33-880-01996,998440,423578,2015_08_22
16372,400516,4,W,4,13,16000.0,15.47,15.138,38.009986,-122.022295,0.64,ML,4,PORT CHICAGO HWY,DT164,L4-W-28-004-01547,004138,419562,2015_08_22
16373,400519,85,S,4,85,68000.0,4.87,4.87,37.255257,-121.85256,0.505,ML,3,SANTA TERESA,DT480,L3-S-37-085-00487,998049,421222,2015_08_22
16375,400525,101,S,4,41,,16.3,456.905,38.043798,-122.535322,0.285,ML,5,2000' S of Pacheco Creek OC,DTB46,L5-S-27-101-01630,102468,426602,2015_08_22
16376,400527,101,N,4,81,68252.0,14.93,417.117,37.586468,-122.331956,0.29,ML,4,peninsula ave rm-n-diag,DT274,L4-N-35-101-01493,101319,430560,2015_08_22
16377,400528,85,S,4,85,49670.0,22.49,22.666,37.388893,-122.068829,0.375,ML,3,EAST EVELYN AVE,DT608,L3-S-37-085-02249,998091,421297,2015_08_22
16378,400529,880,N,4,1,,19.37,29.597,37.677613,-122.118725,0.32,ML,5,S of Hacienda Ave,DT398,L5-N-33-880-01937,883233,426252,2015_08_22
16379,400531,101,S,4,81,68252.0,11.72,413.943,37.551205,-122.29422,0.235,ML,5,EB 92 rm-s-diag,DT264,L5-S-35-101-01172,101008,426924,2015_08_22
16380,400532,24,E,4,13,39122.0,5.34,9.688,37.890463,-122.137515,0.515,ML,4,RISA RD,DT444,L4-E-28-024-00534,224141,418367,2015_08_22
16381,400534,880,N,4,1,26000.0,11.66,21.887,37.581087,-122.048943,0.475,ML,4,ALVARADO-FREMONT BLVD,DTA16,L4-N-33-880-01166,998407,424708,2015_08_22
16382,400535,680,S,4,85,68000.0,.98,0.97,37.349493,-121.839218,0.29,ML,4,JACKSON AVE,DT308,L4-S-37-680-00098,680108,419448,2015_08_22
16383,400536,880,N,4,1,81204.0,13.14,23.367,37.600243,-122.061912,0.615,ML,5,Alvarado-Niles Rd rm-n-diag,DTA19,L5-N-33-880-01314,998413,426182,2015_08_22
16384,400538,80,W,4,13,60620.0,6.61,19.943,37.985094,-122.315756,0.31,ML,4,Richmond Pkwy rm-w-loop,DT171,L4-W-28-080-00661,080004,424294,2015_08_22
16385,400539,880,N,4,1,26000.0,11.05,21.277,37.572566,-122.045996,0.585,ML,5,PASEO PADRE PKWY,DT382,L5-N-33-880-01105,880203,426175,2015_08_22
16386,400540,101,N,4,81,73262.0,21.76,423.947,37.65101,-122.406709,0.315,ML,5,S Airport Blvd off-s-diag,DT297,L5-N-35-101-02176,101355,426490,2015_08_22
16387,400545,101,S,4,85,77000.0,46.02,395.693,37.40013,-122.033628,0.38,ML,4,EB 237 rm-s-diag,DT221,L4-S-37-101-04602,998193,424606,2015_08_22
16388,400546,680,N,4,1,20018.0,R21.47,31.478,37.724687,-121.941,0.261,ML,5,2200' S OF ALCOSTA BLVD,DT155,L5-N-33-680-R2147,680215,426126,2015_08_22
16389,400547,101,S,4,41,16462.0,8.52,449.125,37.942551,-122.515478,0.35,ML,4,N of Greenbrae POC,DT552,L4-S-27-101-00852,101434,422818,2015_08_22
16390,400549,580,W,4,1,53000.0,38.89,54.956,37.78073,-122.172868,0.535,ML,4,Seminary Ave,DT101,L4-W-33-580-03889,580225,422938,2015_08_22
16391,400550,24,W,4,13,39122.0,6.39,10.738,37.894371,-122.119889,0.395,ML,4,LAUREL DRIVE ON RAMP,DT448,L4-W-28-024-00639,124146,419622,2015_08_22
16392,400551,680,N,4,95,,9.96,67.993,38.182144,-122.133796,2.245,ML,2,Gold Hill Rd oc,DT776,L2-N-23-680-00996,680345,419198,2015_08_22
16393,400552,280,S,4,75,67000.0,3.44,53.413,37.731804,-122.421878,0.38,ML,4,St. Mary's Playground POC,DT009,L4-S-34-280-00344,281284,419202,2015_08_22
16394,400553,680,S,4,13,68378.0,2.53,33.938,37.755435,-121.962571,0.27,ML,4,2000' S OF BOLLINGER CANYON RD,DT500,L4-S-28-680-00253,999068,424186,2015_08_22
16395,400554,680,N,4,13,17988.0,7.51,38.883,37.822475,-121.993421,0.145,ML,4,DIABLO RD  ON-S-DIAG,DT519,L4-N-28-680-00751,999309,418469,2015_08_22
16396,400560,280,N,4,85,69084.0,7.63,9.012,37.324839,-122.002891,1.165,ML,4,Stevens Creek Blvd  rm-n-diag,DT898,l4-N-37-280-00763,998257,422758,2015_08_22
16397,400563,87,N,4,85,68000.0,5.26,5.26,37.325188,-121.892923,0.33,ML,3,Auzerais Ave/Delmas St,DT667,L2-N-37-087-00526,998114,417433,2015_08_22
16398,400565,880,S,4,1,26000.0,11.42,21.647,37.577648,-122.04799,0.27,ML,4,Alvarado-Fremont Blvd,DTA15,L4-S-33-880-01142,998403,421816,2015_08_22
16399,400566,680,S,4,1,26000.0,2.48,12.39,37.496212,-121.924229,0.25,ML,5,MISSION BLVD,DT827,L5-S-33-680-00248,680150,426686,2015_08_22
16400,400567,237,E,4,85,68000.0,6.7,6.752,37.418931,-121.962821,0.462,ML,4,N First St,DT193,L4-E-37-237-00670,998232,420414,2015_08_22
16401,400568,101,S,4,81,,18.58,420.803,37.608375,-122.389578,0.465,ML,6,3300' N of Milbrae ave OC,DT286,L6-S-35-101-01858,101304,423762,2015_08_22
16402,400570,880,S,4,1,53000.0,28.88,39.107,37.776614,-122.236242,0.225,ML,4,23th Ave/Kennedy St rm-s-loop,DTA39,L4-S-33-880-02888,998481,421972,2015_08_22
16403,400571,237,W,4,85,69084.0,5.61,5.667,37.414204,-121.981514,0.715,ML,3,GREAT AMERICA PKWY,DT850,L3-W-37-237-00561,998243,418921,2015_08_22
16404,400573,280,N,4,75,67000.0,R6.52,56.481,37.770861,-122.397356,1.644,ML,3,18 TH ST / PENNSYLVANIA,DT249,L3-N-34-280-00652,280297,420747,2015_08_22
16405,400574,880,N,4,1,68084.0,22.96,33.187,37.711717,-122.168258,0.35,ML,4,MARINA BLVD,DT700,L4-N-33-880-02296,998449,424762,2015_08_22
16406,400575,280,N,4,75,67000.0,3.44,53.401,37.731873,-122.417757,0.38,ML,4,ST MARY'S PLAYGROUND POC,DT009,L4-N-34-280-00344,282281,422146,2015_08_22
16407,400576,880,S,4,1,26000.0,7.11,17.337,37.529088,-122.001101,0.505,ML,4,Mowry Ave rm-s-diag,DTA02,L4-S-33-880-00711,998379,421774,2015_08_22
16408,400577,85,S,4,85,68000.0,3.8,3.8,37.249661,-121.835108,1.02,ML,4,BLOSSOM HILL RD,DT403,L4-S-37-085-00380,998041,419880,2015_08_22
16410,400579,24,E,4,13,39122.0,4.72,9.068,37.890953,-122.148661,0.405,ML,4,EL NIDO RANCH RD,DT442,L4-E-28-024-00472,124141,418361,2015_08_22
16411,400580,24,W,4,13,39122.0,8.2,12.548,37.89816,-122.087509,0.265,ML,5,100' E OF EL CURTOLA BLVD,DT457,L5-W-28-024-00820,024154,427197,2015_08_22
16412,400581,237,W,4,85,77000.0,2.99,3.047,37.403169,-122.026944,0.66,ML,3,Mathilda Ave rm-w-diag,DT854,L3-W-37-237-00299,998247,418901,2015_08_22
16413,400582,85,S,4,85,68000.0,13.52,13.696,37.275212,-122.004898,0.93,ML,3,Saratoga Ave rm-s-diag,DT590,L3-S-37-085-01352,998081,421272,2015_08_22
16414,400586,101,S,4,85,68000.0,40.75,390.423,37.376835,-121.942537,0.285,ML,4,Trimble Rd. rm-s-loop,DT716,L4-S-37-101-04075,998159,424552,2015_08_22
16415,400591,101,N,4,85,68000.0,31.83,381.463,37.304727,-121.818118,0.14,ML,4,CAPITAL EXPWY,DT679,L4-N-37-101-03183,998127,422572,2015_08_22
16416,400593,101,N,4,81,,19.45,421.637,37.618189,-122.398826,0.13,ML,6,3200' S of San Bruno ave OC,DT290,L6-N-35-101-01945,104341,423602,2015_08_22
16418,400598,101,N,4,41,52582.0,16.77,458.043,38.04987,-122.531433,0.37,ML,4,N OF PACHECO CREEK OC,DTB45,L4-N-27-101-01677,101507,420450,2015_08_22
16419,400600,24,W,4,13,39122.0,4.69,9.038,37.891528,-122.149959,0.33,ML,5,600' E OF EL NIDO RANCH RD / E,DT441,L5-W-28-024-00469,524146,427176,2015_08_22
16420,400601,948,N,4,1,53000.0,.24,0.24,37.817578,-122.296578,1.3,ML,3,E of Maritime,DT125,L3-N-33-948-00024,999337,430572,2015_08_22
16421,400602,680,S,4,1,26000.0,1.48,11.39,37.484104,-121.914359,0.675,ML,4,125' N OF DWR UC,DT353,L4-S-33-680-00148,680148,421684,2015_08_22
16422,400604,24,W,4,13,39122.0,7.95,12.298,37.89803,-122.09204,0.355,ML,4,Pleasant Hill Rd off-w-coll,DT454,L4-W-28-024-00795,124152,419634,2015_08_22
16423,400606,580,W,4,1,53000.0,44.68,60.765,37.822295,-122.25977,0.365,ML,4,Kempton St/Fairmont St,DT337,L4-W-33-580-04468,581257,422998,2015_08_22
16424,400607,880,N,4,1,53000.0,28.65,38.877,37.77487,-122.232742,0.405,ML,4,oppo 29th Ave rm-s-diag,DTA38,L4-N-33-880-02865,998480,424810,2015_08_22
16425,400608,880,N,4,1,53000.0,25.6,35.827,37.741927,-122.197422,0.665,ML,5,Hegenberger Rd rm-n-diag,DT070,L5-N-33-880-02560,998467,426294,2015_08_22
16426,400609,880,S,4,1,53000.0,31.31,41.537,37.796547,-122.270242,0.42,ML,5,Broadway  rm-s-diag,DTA31,L5-S-33-880-03131,998487,426833,2015_08_22
16427,400611,880,N,4,1,33000.0,14.69,24.917,37.619533,-122.075651,0.35,ML,4,Industrial Pkwy rm-n-diag,DTA23,L4-N-33-880-01469,998421,424732,2015_08_22
16428,400612,80,E,4,1,6000.0,6.2,11.51,37.871861,-122.305215,0.205,ML,5,N OF UNIVERSITY AVE,DT322,L5-E-33-080-00620,997002,423182,2015_08_22
16429,400615,4,E,4,13,16000.0,15.75,15.484,38.010382,-122.016862,0.6,ML,3,PORT CHICAGO HWY RM-E-COLL,DT795,L3-E-28-004-01575,998491,418204,2015_08_22
16430,400616,24,W,4,13,39122.0,5.1,9.448,37.891578,-122.142555,0.49,ML,4,2000' E OF EL NIDO RANCH RD,DT443,L4-W-28-024-00510,424146,419604,2015_08_22
16431,400617,24,W,4,13,54232.0,2.28,6.628,37.878808,-122.185235,0.38,ML,4,CAMINO PABLO  ON-W-COLL/DIAG,DT431,L4-W-28-024-00228,224134,419592,2015_08_22
16432,400619,24,W,4,13,39122.0,5.67,10.018,37.891509,-122.132425,0.475,ML,4,1000' W OF DOLORES DRIVE UC (W,DT445,L4-W-28-024-00567,324146,419610,2015_08_22
16433,400620,101,S,4,41,,17.96,458.565,38.065599,-122.536996,0.225,ML,4,S of Ignacio Blvd bus station,DT561,L4-S-27-101-01796,101474,424132,2015_08_22
16434,400621,101,S,4,81,68252.0,15.25,417.473,37.58677,-122.337944,0.365,ML,5,2000' N of Pennisula Ave,DT275,L5-S-35-101-01525,999326,426952,2015_08_22
16435,400622,80,E,4,95,81666.0,1.75,29.222,38.084865,-122.232917,0.415,ML,3,Magazine St  on-e-,DT056,L3-E-23-080-00175,080237,418164,2015_08_22
16436,400625,580,E,4,1,57792.0,17.94,33.972,37.701329,-121.871949,0.43,ML,5,SANTA RITA RD,DT657,L5-E-33-580-01794,998341,423315,2015_08_22
16437,400628,80,W,4,13,60620.0,.44,13.773,37.903475,-122.312712,0.14,ML,4,oppo Central Ave rm-e-diag,DT110,L4-W-28-080-00044,802160,419652,2015_08_22
16438,400630,101,N,4,41,,16.3,457.573,38.043717,-122.535012,0.31,ML,5,2000' S of Pacheco Creek OC,DTB46,L5-N-27-101-01630,104505,423385,2015_08_22
16439,400634,880,S,4,1,33000.0,15.8,26.027,37.633433,-122.085877,0.295,ML,4,TENNYSON RD,DTA24,L4-S-33-880-01580,998426,421888,2015_08_22
16440,400636,680,N,4,13,,11.22,42.593,37.862811,-122.034635,0.295,ML,4,Oppo Livorna Rd on-s-diag,DT265,L4-N-28-680-01122,999056,418529,2015_08_22
16441,400637,85,S,4,85,68000.0,5.05,5.05,37.255322,-121.855765,0.18,ML,3,SANTA TERESA,DT484,L3-S-37-085-00505,998051,421227,2015_08_22
16442,400639,580,E,4,13,60620.0,4.45,68.376,37.927097,-122.37423,2.995,ML,3,200' E OF CANAL BLVD,DT123,L3-E-28-580-00445,580283,418681,2015_08_22
16443,400641,101,S,4,81,8310.0,25.97,428.193,37.706492,-122.394734,0.307,ML,4,Harney Way rm-s-diag,DT404,L4-S-35-101-02597,101371,422416,2015_08_22
16444,400642,980,E,4,1,53000.0,1.83,1.821,37.821318,-122.268956,0.331,ML,3,27TH ST  ON-E-DIAG,DT417,L3-E-33-980-00183,980112,420537,2015_08_22
16445,400643,101,S,4,85,77000.0,43.79,393.463,37.390763,-121.994912,0.34,ML,4,Lawrence Expwy. rm-s-loop,DT737,L4-S-37-101-04379,998179,424576,2015_08_22
16446,400645,101,N,4,81,68252.0,11.82,414.007,37.552458,-122.295073,0.105,ML,4,oppo Fashion Island Blvd,DT141,L4-N-35-101-01182,101301,422290,2015_08_22
16447,400646,238,N,4,1,,15.68,15.503,37.689634,-122.119252,0.18,ML,3,ASHLAND AVE,DT145,L3-N-33-238-01568,238115,420692,2015_08_22
16448,400648,85,S,4,85,68000.0,16.06,16.236,37.303016,-122.034801,0.91,ML,3,De Anza Blvd/Saratoga-Sunny,DT606,L3-S-37-085-01606,998088,421287,2015_08_22
