trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,depart,trip_mode,mode_choice_logsum,in_Zone
258507939,788133,287752,32313492,work,3,TRUE,3,work,1650,1282,NA,9,DRIVEALONEFREE,-0.6389960534285979,TRUE
258507941,788133,287752,32313492,work,1,FALSE,4,othmaint,1433,1650,9.568620710157456,20,DRIVEALONEFREE,-0.578025274875469,TRUE
258507942,788133,287752,32313492,work,2,FALSE,4,work,1413,1433,12.006158149685152,20,DRIVEALONEFREE,-0.4399336635330514,TRUE
258507943,788133,287752,32313492,work,3,FALSE,4,eatout,1563,1413,9.873974983898433,20,DRIVEALONEFREE,-0.7712957974867961,TRUE
258507944,788133,287752,32313492,work,4,FALSE,4,Home,1406,1563,NA,20,DRIVEALONEFREE,-0.49694373249296525,TRUE
258508265,788134,287752,32313533,work,1,TRUE,2,work,747,1406,8.657432349955599,9,DRIVEALONEFREE,-1.6091928816265142,TRUE
258508266,788134,287752,32313533,work,2,TRUE,2,work,1067,747,NA,10,DRIVEALONEFREE,-0.8157850107120262,TRUE
258508269,788134,287752,32313533,work,1,FALSE,1,Home,1406,1067,NA,18,DRIVEALONEFREE,-1.8063127961884848,TRUE
258608633,788440,287929,32326079,work,1,TRUE,1,work,2354,1407,NA,9,SHARED2FREE,-0.45016128980182574,TRUE
258608353,788440,287929,32326044,atwork,1,TRUE,1,atwork,2359,2354,NA,12,SHARED3FREE,3.7258810142117773,TRUE
258608357,788440,287929,32326044,atwork,1,FALSE,1,Work,2354,2359,NA,12,SHARED3FREE,3.725609501170555,TRUE
258608637,788440,287929,32326079,work,1,FALSE,2,social,1592,2354,12.469110773068223,17,SHARED2FREE,-0.3215341548807111,TRUE
258608638,788440,287929,32326079,work,2,FALSE,2,Home,1407,1592,NA,19,SHARED2FREE,0.503745546653268,TRUE
258608961,788441,287929,32326120,work,1,TRUE,1,work,2235,1407,NA,8,DRIVEALONEFREE,-1.137432525585495,TRUE
258608681,788441,287929,32326085,atwork,1,TRUE,2,othmaint,2275,2235,21.919705718812573,17,SHARED2FREE,2.6616968061976016,TRUE
258608682,788441,287929,32326085,atwork,2,TRUE,2,atwork,2411,2275,NA,17,SHARED2FREE,2.3333299278369695,TRUE
258608685,788441,287929,32326085,atwork,1,FALSE,1,Work,2235,2411,NA,18,SHARED2FREE,2.3794062427013922,TRUE
258608965,788441,287929,32326120,work,1,FALSE,2,shopping,1575,2235,9.103216828944847,20,DRIVEALONEFREE,-1.360982049345867,TRUE
258608966,788441,287929,32326120,work,2,FALSE,2,Home,1407,1575,NA,20,DRIVEALONEFREE,-0.26402064180899865,TRUE
258609289,788442,287929,32326161,work,1,TRUE,1,work,1424,1407,NA,7,DRIVEALONEFREE,-0.7539117377374237,TRUE
258609293,788442,287929,32326161,work,1,FALSE,1,Home,1407,1424,NA,18,DRIVEALONEFREE,-0.6773385543959761,TRUE
258609377,788443,287929,32326172,escort,1,TRUE,1,escort,1888,1407,NA,14,SHARED3FREE,1.2311568854585364,TRUE
258609381,788443,287929,32326172,escort,1,FALSE,1,Home,1407,1888,NA,14,SHARED3FREE,1.217844395933367,TRUE
258609353,788443,287929,32326169,eatout,1,TRUE,1,eatout,585,1407,NA,16,SHARED3FREE,0.9405163649514041,TRUE
258609357,788443,287929,32326169,eatout,1,FALSE,1,Home,1407,585,NA,21,SHARED3FREE,0.9516166449616315,TRUE
258609945,788444,287929,32326243,work,1,TRUE,1,work,2299,1407,NA,9,SHARED2FREE,-0.2805717129257928,TRUE
258609949,788444,287929,32326243,work,1,FALSE,1,Home,1407,2299,NA,18,SHARED2FREE,-0.36847886140955455,TRUE
259896313,792366,288918,32487039,shopping,1,TRUE,1,shopping,1763,1407,NA,9,SHARED3FREE,2.1355920229971432,TRUE
259896249,792366,288918,32487031,othdiscr,1,TRUE,1,othdiscr,1854,1407,NA,15,SHARED3FREE,0.9934760267586634,TRUE
259896317,792366,288918,32487039,shopping,1,FALSE,1,Home,1407,1763,NA,15,SHARED3FREE,2.205989426340533,TRUE
259896253,792366,288918,32487031,othdiscr,1,FALSE,2,eatout,1752,1854,15.72824211835769,22,SHARED3FREE,0.7299998975457798,TRUE
259896254,792366,288918,32487031,othdiscr,2,FALSE,2,Home,1407,1752,NA,22,SHARED3FREE,1.4742768500141152,TRUE
259896689,792367,288918,32487086,work,1,TRUE,1,work,1591,1407,NA,7,DRIVEALONEFREE,-0.5568678802726346,TRUE
259896377,792367,288918,32487047,atwork,1,TRUE,1,atwork,1591,1591,NA,13,DRIVEALONEFREE,0.014070626513719488,TRUE
259896381,792367,288918,32487047,atwork,1,FALSE,1,Work,1591,1591,NA,13,DRIVEALONEFREE,0.014070626513719488,TRUE
259896693,792367,288918,32487086,work,1,FALSE,4,eatout,1582,1591,10.635885105318195,18,DRIVEALONEFREE,-0.3277137307262445,TRUE
259896694,792367,288918,32487086,work,2,FALSE,4,eatout,1587,1582,10.831909744410027,18,DRIVEALONEFREE,-0.03106517128951143,TRUE
259896695,792367,288918,32487086,work,3,FALSE,4,shopping,1575,1587,10.57188075201632,18,DRIVEALONEFREE,-0.2646047461249018,TRUE
259896696,792367,288918,32487086,work,4,FALSE,4,Home,1407,1575,NA,19,DRIVEALONEFREE,-0.27343571818506224,TRUE
261045889,795871,290108,32630736,othdiscr,1,TRUE,2,social,1404,1411,16.13640344530235,9,SHARED3FREE,1.4603926994759497,TRUE
261045890,795871,290108,32630736,othdiscr,2,TRUE,2,othdiscr,1390,1404,NA,11,SHARED3FREE,1.5995069525815493,TRUE
261045893,795871,290108,32630736,othdiscr,1,FALSE,1,Home,1411,1390,NA,11,SHARED3FREE,1.1994242861163669,TRUE
261046281,795872,290108,32630785,shopping,1,TRUE,1,shopping,1575,1411,NA,9,DRIVEALONEFREE,-1.0666994733548167,TRUE
261046285,795872,290108,32630785,shopping,1,FALSE,3,escort,1579,1575,9.739498584630049,11,DRIVEALONEFREE,-0.265567308450684,TRUE
261046286,795872,290108,32630785,shopping,2,FALSE,3,shopping,1580,1579,7.783034187533747,12,DRIVEALONEFREE,0.01103374526503833,TRUE
261046287,795872,290108,32630785,shopping,3,FALSE,3,Home,1411,1580,NA,12,DRIVEALONEFREE,-1.0810917972380327,TRUE
262615481,800656,291314,32826935,work,1,TRUE,1,work,1185,1597,NA,8,DRIVEALONEFREE,-1.0259855133511693,TRUE
262615485,800656,291314,32826935,work,1,FALSE,2,work,1294,1185,15.043250808774228,19,SHARED3FREE,0.8996411619632775,TRUE
262615486,800656,291314,32826935,work,2,FALSE,2,Home,1597,1294,NA,19,SHARED3FREE,-0.7677547336676368,TRUE
262615809,800657,291314,32826976,work,1,TRUE,1,work,1396,1597,NA,8,DRIVEALONEFREE,-0.5834309364796795,TRUE
262615813,800657,291314,32826976,work,1,FALSE,1,Home,1597,1396,NA,18,DRIVEALONEFREE,-0.6014208466748944,TRUE
263511905,803389,292319,32938988,work,1,TRUE,1,work,1406,1599,NA,7,DRIVEALONEFREE,-0.4017423506668085,TRUE
263511909,803389,292319,32938988,work,1,FALSE,2,othdiscr,1575,1406,10.254593138033524,17,DRIVEALONEFREE,-0.6534603383184412,TRUE
263511910,803389,292319,32938988,work,2,FALSE,2,Home,1599,1575,NA,17,DRIVEALONEFREE,-0.5127754822091607,TRUE
263512145,803390,292319,32939018,othmaint,1,TRUE,1,othmaint,1457,1599,NA,9,DRIVEALONEFREE,-0.7483993175311952,TRUE
263512149,803390,292319,32939018,othmaint,1,FALSE,1,Home,1599,1457,NA,10,DRIVEALONEFREE,-0.7021556305273072,TRUE
263511993,803390,292319,32938999,escort,1,TRUE,1,escort,1724,1599,NA,14,SHARED3FREE,0.4810493254939593,TRUE
263511997,803390,292319,32938999,escort,1,FALSE,1,Home,1599,1724,NA,15,SHARED3FREE,0.4788943578658642,TRUE
264890817,807593,293509,33111352,work,1,TRUE,1,work,1563,1621,NA,12,DRIVEALONEFREE,-0.9436990067369414,TRUE
264890821,807593,293509,33111352,work,1,FALSE,3,shopping,1582,1563,8.5319305503288,16,WALK,-0.07089313760569063,TRUE
264890822,807593,293509,33111352,work,2,FALSE,3,shopping,1570,1582,8.302517319592742,17,DRIVEALONEFREE,-0.7218383052172289,TRUE
264890823,807593,293509,33111352,work,3,FALSE,3,Home,1621,1570,NA,17,DRIVEALONEFREE,-1.3731842709193405,TRUE
264890881,807594,293509,33111360,eatout,1,TRUE,1,eatout,1719,1621,NA,15,DRIVEALONEFREE,-2.1773946987136688,TRUE
264890885,807594,293509,33111360,eatout,1,FALSE,1,Home,1621,1719,NA,15,DRIVEALONEFREE,-2.1956298806709005,TRUE
264891473,807595,293509,33111434,work,1,TRUE,1,work,1587,1621,NA,11,DRIVEALONEFREE,-0.7575929477604643,TRUE
264891477,807595,293509,33111434,work,1,FALSE,1,Home,1621,1587,NA,17,DRIVEALONEFREE,-0.7058879565867462,TRUE
266099497,811278,294707,33262437,work,1,TRUE,1,work,1396,1376,NA,7,BIKE,-2.8323984004903373,TRUE
266099501,811278,294707,33262437,work,1,FALSE,1,Home,1376,1396,NA,15,BIKE,-2.8324082452952823,TRUE
267252025,814792,295752,33406503,school,1,TRUE,1,school,1347,1475,NA,6,SHARED3FREE,-0.7695628989170034,TRUE
267252029,814792,295752,33406503,school,1,FALSE,1,Home,1475,1347,NA,13,SHARED2FREE,-0.7692466087279848,TRUE
267252417,814793,295752,33406552,work,1,TRUE,2,eatout,1424,1475,9.351116378623017,7,DRIVEALONEFREE,-0.372849694091074,TRUE
267252418,814793,295752,33406552,work,2,TRUE,2,work,1150,1424,NA,8,DRIVEALONEFREE,-1.2813447965420894,TRUE
267252137,814793,295752,33406517,atwork,1,TRUE,1,atwork,965,1150,NA,14,DRIVEALONEFREE,-0.607533325471241,TRUE
267252141,814793,295752,33406517,atwork,1,FALSE,1,Work,1150,965,NA,14,DRIVEALONEFREE,-0.6027591290982051,TRUE
267252421,814793,295752,33406552,work,1,FALSE,1,Home,1475,1150,NA,20,DRIVEALONEFREE,-1.2411246846863395,TRUE
267252657,814794,295752,33406582,othmaint,1,TRUE,1,othmaint,904,1475,NA,5,SHARED2FREE,0.966495749410567,TRUE
267252661,814794,295752,33406582,othmaint,1,FALSE,1,Home,1475,904,NA,6,SHARED2FREE,0.9302809031379479,TRUE
267252681,814794,295752,33406585,school,1,TRUE,1,school,716,1475,NA,9,SHARED3FREE,-1.2114030034402803,TRUE
267252685,814794,295752,33406585,school,1,FALSE,1,Home,1475,716,NA,19,SHARED3FREE,-1.1995644604978262,TRUE
267253009,814795,295752,33406626,school,1,TRUE,1,school,1453,1475,NA,7,SHARED2FREE,-0.6921606166821394,TRUE
267253013,814795,295752,33406626,school,1,FALSE,1,Home,1475,1453,NA,13,SHARED3FREE,-0.6734530498719187,TRUE
267253401,814796,295752,33406675,work,1,TRUE,1,work,1756,1475,NA,13,DRIVEALONEFREE,-0.8189471525674954,TRUE
267253405,814796,295752,33406675,work,1,FALSE,1,Home,1475,1756,NA,21,DRIVEALONEFREE,-0.815866828949172,TRUE
267449057,815393,295929,33431132,shopping,1,TRUE,1,shopping,792,1475,NA,10,SHARED2FREE,-1.3208872712844684,TRUE
267449061,815393,295929,33431132,shopping,1,FALSE,2,shopping,1237,792,10.80974057027081,11,SHARED2FREE,-0.6030091853569991,TRUE
267449062,815393,295929,33431132,shopping,2,FALSE,2,Home,1475,1237,NA,11,SHARED2FREE,-0.6389716569155062,TRUE
267449105,815393,295929,33431138,othdiscr,1,TRUE,1,othdiscr,1419,1475,NA,13,DRIVEALONEFREE,-0.2446505994764723,TRUE
267449109,815393,295929,33431138,othdiscr,1,FALSE,1,Home,1475,1419,NA,18,DRIVEALONEFREE,-0.25003343344598755,TRUE
268465361,818491,296918,33558170,work,1,TRUE,1,work,1437,1514,NA,7,DRIVEALONEFREE,-0.6644360422593963,TRUE
268465049,818491,296918,33558131,atwork,1,TRUE,1,atwork,1238,1437,NA,12,DRIVEALONEFREE,-0.36271002258146207,TRUE
268465053,818491,296918,33558131,atwork,1,FALSE,1,Work,1437,1238,NA,13,DRIVEALONEFREE,-0.363490314588685,TRUE
268465365,818491,296918,33558170,work,1,FALSE,1,Home,1514,1437,NA,17,DRIVEALONEFREE,-0.5960920877248151,TRUE
268465689,818492,296918,33558211,work,1,TRUE,1,work,1763,1514,NA,7,DRIVEALONEFREE,-0.5720134252240584,TRUE
268465409,818492,296918,33558176,atwork,1,TRUE,1,atwork,1570,1763,NA,10,DRIVEALONEFREE,-0.4331234486642411,TRUE
268465413,818492,296918,33558176,atwork,1,FALSE,2,work,1581,1570,13.131363713974451,11,DRIVEALONEFREE,-0.3899070923594657,TRUE
268465414,818492,296918,33558176,atwork,2,FALSE,2,Work,1763,1581,NA,11,DRIVEALONEFREE,-0.41279901082720877,TRUE
268465377,818492,296918,33558172,atwork,1,TRUE,1,atwork,1752,1763,NA,12,DRIVEALONEFREE,-0.27834668626750536,TRUE
268465381,818492,296918,33558172,atwork,1,FALSE,1,Work,1763,1752,NA,14,DRIVEALONEFREE,-0.2784490255225491,TRUE
268465693,818492,296918,33558211,work,1,FALSE,1,Home,1514,1763,NA,20,DRIVEALONEFREE,-0.5778624896873317,TRUE
268466017,818493,296918,33558252,work,1,TRUE,1,work,1265,1514,NA,5,DRIVEALONEFREE,-0.9993321441448153,TRUE
268465737,818493,296918,33558217,atwork,1,TRUE,1,atwork,1266,1265,NA,10,WALK,-0.32643401308657866,TRUE
268465741,818493,296918,33558217,atwork,1,FALSE,1,Work,1265,1266,NA,10,WALK,-0.32643512304360384,TRUE
268466021,818493,296918,33558252,work,1,FALSE,2,escort,1449,1265,10.959584006846098,13,DRIVEALONEFREE,-0.8627021593308978,TRUE
268466022,818493,296918,33558252,work,2,FALSE,2,Home,1514,1449,NA,15,DRIVEALONEFREE,-0.2809065005226757,TRUE
269821049,822625,298108,33727631,eatout,1,TRUE,1,eatout,1152,1523,NA,13,DRIVEALONEFREE,-1.7291057533267797,TRUE
269821053,822625,298108,33727631,eatout,1,FALSE,1,Home,1523,1152,NA,14,TNC_SHARED,-1.7344349289528351,TRUE
269821529,822626,298108,33727691,othdiscr,1,TRUE,2,shopping,2085,1523,14.101062000332897,14,SHARED2FREE,0.21321310494854487,TRUE
269821530,822626,298108,33727691,othdiscr,2,TRUE,2,othdiscr,1982,2085,NA,14,DRIVEALONEFREE,0.8867805909716368,TRUE
269821533,822626,298108,33727691,othdiscr,1,FALSE,1,Home,1523,1982,NA,15,DRIVEALONEFREE,0.38231629515298393,TRUE
270865577,825809,299314,33858197,othmaint,1,TRUE,1,othmaint,223,218,NA,10,DRIVEALONEFREE,1.3807349634067936,TRUE
270865581,825809,299314,33858197,othmaint,1,FALSE,1,Home,218,223,NA,13,SHARED2FREE,1.3830146481062557,TRUE
270865585,825809,299314,33858198,othmaint,1,TRUE,1,othmaint,331,218,NA,16,TNC_SINGLE,-0.022321143454336653,TRUE
270865589,825809,299314,33858198,othmaint,1,FALSE,1,Home,218,331,NA,21,TNC_SHARED,0.02348725976456147,TRUE
271830265,828750,300319,33978783,shopping,1,TRUE,2,othmaint,214,220,10.797720710348559,14,DRIVEALONEFREE,-0.35937424803237394,TRUE
271830266,828750,300319,33978783,shopping,2,TRUE,2,shopping,214,214,NA,15,WALK,0.03612915642470546,TRUE
271830269,828750,300319,33978783,shopping,1,FALSE,1,Home,220,214,NA,15,DRIVEALONEFREE,-0.35937424803237394,TRUE
271830593,828751,300319,33978824,shopping,1,TRUE,1,shopping,215,220,NA,15,SHARED2FREE,1.656234984703643,TRUE
271830597,828751,300319,33978824,shopping,1,FALSE,2,shopping,307,215,16.734282445681128,15,SHARED2FREE,1.3950722223927647,TRUE
271830598,828751,300319,33978824,shopping,2,FALSE,2,Home,220,307,NA,15,SHARED2FREE,1.519679431745384,TRUE
272870025,831920,301509,34108753,shopping,1,TRUE,4,othmaint,317,216,11.085765983489189,11,DRIVEALONEFREE,-0.37543672376498793,TRUE
272870026,831920,301509,34108753,shopping,2,TRUE,4,shopping,359,317,10.832256729717907,11,DRIVEALONEFREE,-0.6172817335097326,TRUE
272870027,831920,301509,34108753,shopping,3,TRUE,4,othmaint,412,359,11.683907604819106,12,DRIVEALONEFREE,-0.8217813417130989,TRUE
272870028,831920,301509,34108753,shopping,4,TRUE,4,shopping,363,412,NA,14,DRIVEALONEFREE,-0.7744236194671751,TRUE
272870029,831920,301509,34108753,shopping,1,FALSE,1,Home,216,363,NA,16,DRIVEALONEFREE,-0.6979269361911111,TRUE
272869961,831920,301509,34108745,othdiscr,1,TRUE,1,othdiscr,195,216,NA,18,SHARED2FREE,1.0840455429481266,TRUE
272869965,831920,301509,34108745,othdiscr,1,FALSE,1,Home,216,195,NA,19,DRIVEALONEFREE,1.0846005429840453,TRUE
272870137,831921,301509,34108767,eatout,1,TRUE,1,eatout,359,216,NA,12,SHARED3FREE,1.8777284254527071,TRUE
272870141,831921,301509,34108767,eatout,1,FALSE,2,social,313,359,20.560399240038738,15,SHARED3FREE,2.0808663253456974,TRUE
272870142,831921,301509,34108767,eatout,2,FALSE,2,Home,216,313,NA,15,SHARED3FREE,2.3309359686485154,TRUE
274049865,835517,302707,34256233,social,1,TRUE,1,social,217,204,NA,13,SHARED3FREE,2.2580413421877097,TRUE
274049869,835517,302707,34256233,social,1,FALSE,1,Home,204,217,NA,14,SHARED3FREE,2.2580413421877097,TRUE
274050169,835518,302707,34256271,shopping,1,TRUE,1,shopping,210,204,NA,10,DRIVEALONEFREE,-0.03247523045423279,TRUE
274050173,835518,302707,34256271,shopping,1,FALSE,2,shopping,302,210,11.14652184206309,12,TNC_SHARED,-0.10136599396541227,TRUE
274050174,835518,302707,34256271,shopping,2,FALSE,2,Home,204,302,NA,12,DRIVEALONEFREE,-0.025647518672655578,TRUE
274050177,835518,302707,34256272,shopping,1,TRUE,1,shopping,215,204,NA,12,DRIVEALONEFREE,0.18567614124208112,TRUE
274050181,835518,302707,34256272,shopping,1,FALSE,1,Home,204,215,NA,15,DRIVEALONEFREE,0.18597671936059043,TRUE
274869185,838015,303752,34358648,shopping,1,TRUE,1,shopping,383,205,NA,14,SHARED3FREE,1.009478293165123,TRUE
274869189,838015,303752,34358648,shopping,1,FALSE,4,shopping,359,383,17.35993797054036,14,SHARED3FREE,1.6481960937619116,TRUE
274869190,838015,303752,34358648,shopping,2,FALSE,4,escort,224,359,18.304965804867745,14,SHARED3FREE,1.2807734689652526,TRUE
274869191,838015,303752,34358648,shopping,3,FALSE,4,shopping,210,224,17.517224926680843,14,SHARED3FREE,1.5956258724826509,TRUE
274869192,838015,303752,34358648,shopping,4,FALSE,4,Home,205,210,NA,14,SHARED3FREE,1.732987268208408,TRUE
274963345,838302,303929,34370418,social,1,TRUE,1,social,406,202,NA,13,DRIVEALONEFREE,0.1294803672403023,TRUE
274963257,838302,303929,34370407,othdiscr,1,TRUE,1,othdiscr,412,202,NA,16,SHARED3FREE,1.5698629790536567,TRUE
274963261,838302,303929,34370407,othdiscr,1,FALSE,1,Home,202,412,NA,16,SHARED3FREE,1.5732073005991263,TRUE
274963349,838302,303929,34370418,social,1,FALSE,1,Home,202,406,NA,16,TNC_SINGLE,0.1294803672403023,TRUE
274963177,838302,303929,34370397,othdiscr,1,TRUE,1,othdiscr,527,202,NA,18,SHARED3FREE,-1.2950639751742148,TRUE
274963181,838302,303929,34370397,othdiscr,1,FALSE,1,Home,202,527,NA,21,TNC_SINGLE,-1.060123757221881,TRUE
274963697,838303,303929,34370462,work,1,TRUE,2,shopping,307,202,8.86403671757359,8,DRIVEALONEFREE,-0.2331510131105867,TRUE
274963698,838303,303929,34370462,work,2,TRUE,2,work,505,307,NA,8,DRIVEALONEFREE,-0.9295620474347491,TRUE
274963417,838303,303929,34370427,atwork,1,TRUE,1,atwork,531,505,NA,12,DRIVEALONEFREE,-0.12742754051343225,TRUE
274963421,838303,303929,34370427,atwork,1,FALSE,2,escort,472,531,11.948289646895853,13,DRIVEALONEFREE,-0.4475454563721187,TRUE
274963422,838303,303929,34370427,atwork,2,FALSE,2,Work,505,472,NA,13,DRIVEALONEFREE,-0.34089003465720247,TRUE
274963701,838303,303929,34370462,work,1,FALSE,2,shopping,292,505,10.01176509174698,14,DRIVEALONEFREE,-0.43902247843519976,TRUE
274963702,838303,303929,34370462,work,2,FALSE,2,Home,202,292,NA,17,DRIVEALONEFREE,-0.5352378096631811,TRUE
274963937,838304,303929,34370492,othmaint,1,TRUE,1,othmaint,446,202,NA,8,DRIVEALONEFREE,-0.1986456305349584,TRUE
274963941,838304,303929,34370492,othmaint,1,FALSE,1,Home,202,446,NA,8,TNC_SINGLE,-0.1616818665278011,TRUE
274964025,838304,303929,34370503,work,1,TRUE,2,othmaint,301,202,4.299104840213698,9,DRIVEALONEFREE,-0.253687730188407,TRUE
274964026,838304,303929,34370503,work,2,TRUE,2,work,968,301,NA,10,DRIVEALONEFREE,-2.470057651000667,TRUE
274964029,838304,303929,34370503,work,1,FALSE,1,Home,202,968,NA,18,DRIVEALONEFREE,-2.0398124242642535,TRUE
274964289,838305,303929,34370536,school,1,TRUE,1,school,154,202,NA,7,DRIVEALONEFREE,-0.2122660256211781,TRUE
274964293,838305,303929,34370536,school,1,FALSE,1,Home,202,154,NA,15,SHARED3FREE,-0.19684485771571508,TRUE
275851265,841009,304918,34481408,work,1,TRUE,1,work,338,203,NA,7,DRIVEALONEFREE,1.1554760362416714,TRUE
275850953,841009,304918,34481369,atwork,1,TRUE,1,atwork,359,338,NA,12,SHARED2FREE,2.4625577114528947,TRUE
275850957,841009,304918,34481369,atwork,1,FALSE,1,Work,338,359,NA,13,SHARED2FREE,2.464909763130026,TRUE
275851269,841009,304918,34481408,work,1,FALSE,1,Home,203,338,NA,19,SHARED3FREE,1.1589985188981027,TRUE
275851545,841010,304918,34481443,shopping,1,TRUE,1,shopping,359,203,NA,12,SHARED3FREE,2.1549245077946164,TRUE
275851549,841010,304918,34481443,shopping,1,FALSE,1,Home,203,359,NA,13,SHARED3FREE,2.155206425884805,TRUE
275851505,841010,304918,34481438,othmaint,1,TRUE,1,othmaint,199,203,NA,15,TAXI,0.6613755244232635,TRUE
275851509,841010,304918,34481438,othmaint,1,FALSE,1,Home,203,199,NA,15,DRIVEALONEFREE,0.6952691551256167,TRUE
275851481,841010,304918,34481435,othdiscr,1,TRUE,1,othdiscr,379,203,NA,16,SHARED3FREE,1.6253878763236835,TRUE
275851485,841010,304918,34481435,othdiscr,1,FALSE,1,Home,203,379,NA,17,SHARED3FREE,1.6184126871884288,TRUE
275851489,841010,304918,34481436,othdiscr,1,TRUE,1,othdiscr,555,203,NA,19,SHARED2FREE,-0.3345643510181077,TRUE
275851493,841010,304918,34481436,othdiscr,1,FALSE,1,Home,203,555,NA,23,SHARED2FREE,0.08328853932907662,TRUE
275851921,841011,304918,34481490,work,1,TRUE,1,work,729,203,NA,7,DRIVEALONEFREE,-0.9357308046009567,TRUE
275851925,841011,304918,34481490,work,1,FALSE,1,Home,203,729,NA,21,SHARED2FREE,-0.44597391494708455,TRUE
275852249,841012,304918,34481531,work,1,TRUE,1,work,222,203,NA,8,DRIVEALONEFREE,-0.2522642213818905,TRUE
275851937,841012,304918,34481492,atwork,1,TRUE,1,atwork,307,222,NA,12,DRIVEALONEFREE,-0.06859096377773241,TRUE
275851941,841012,304918,34481492,atwork,1,FALSE,1,Work,222,307,NA,14,DRIVEALONEFREE,-0.06859096377773241,TRUE
275852253,841012,304918,34481531,work,1,FALSE,1,Home,203,222,NA,16,DRIVEALONEFREE,-0.25111364452897156,TRUE
276958265,844384,306108,34619783,work,1,TRUE,1,work,1665,209,NA,6,DRIVEALONEFREE,-2.693309513362513,TRUE
276958269,844384,306108,34619783,work,1,FALSE,1,Home,209,1665,NA,22,DRIVEALONEFREE,-2.6805014132748086,TRUE
278079017,847801,307314,34759877,social,1,TRUE,1,social,211,213,NA,16,SHARED3FREE,2.181548801063577,TRUE
278079021,847801,307314,34759877,social,1,FALSE,2,othdiscr,211,211,20.274341740905527,16,SHARED3FREE,2.250066751317278,TRUE
278079022,847801,307314,34759877,social,2,FALSE,2,Home,213,211,NA,16,SHARED3FREE,2.1817223940386894,TRUE
278079633,847803,307314,34759954,school,1,TRUE,1,school,178,213,NA,8,DRIVEALONEFREE,-1.1093821815311993,TRUE
278079637,847803,307314,34759954,school,1,FALSE,1,Home,213,178,NA,13,DRIVEALONEFREE,-1.1093827679816008,TRUE
278079937,847804,307314,34759992,othmaint,1,TRUE,1,othmaint,371,213,NA,13,TNC_SHARED,-0.3806759935798357,TRUE
278079941,847804,307314,34759992,othmaint,1,FALSE,1,Home,213,371,NA,16,DRIVEALONEFREE,-0.3806759935798357,TRUE
279148321,851061,308319,34893540,work,1,TRUE,2,escort,216,214,15.310248657684022,8,SHARED2FREE,0.8643337860608733,TRUE
279148322,851061,308319,34893540,work,2,TRUE,2,work,224,216,NA,9,DRIVEALONEFREE,0.738549272829274,TRUE
279148041,851061,308319,34893505,atwork,1,TRUE,1,atwork,195,224,NA,10,SHARED2FREE,2.4628740584212556,TRUE
279148045,851061,308319,34893505,atwork,1,FALSE,1,Work,224,195,NA,10,SHARED2FREE,2.466884930629548,TRUE
279148325,851061,308319,34893540,work,1,FALSE,3,eatout,341,224,14.502143551162339,17,SHARED2FREE,0.716147793513022,TRUE
279148326,851061,308319,34893540,work,2,FALSE,3,shopping,359,341,14.260223398322243,17,SHARED2FREE,0.3839470486598816,TRUE
279148327,851061,308319,34893540,work,3,FALSE,3,Home,214,359,NA,18,SHARED2FREE,0.4268095904165594,TRUE
279148649,851062,308319,34893581,work,1,TRUE,1,work,259,214,NA,7,DRIVEALONEFREE,-0.6426507158760715,TRUE
279148653,851062,308319,34893581,work,1,FALSE,1,Home,214,259,NA,17,DRIVEALONEFREE,-0.6371584558797297,TRUE
280185409,854223,309509,35023176,shopping,1,TRUE,3,escort,204,185,17.913389139864268,11,SHARED2FREE,1.4678923330942477,TRUE
280185410,854223,309509,35023176,shopping,2,TRUE,3,othmaint,224,204,17.69411451343962,11,SHARED2FREE,1.6081931079862672,TRUE
280185411,854223,309509,35023176,shopping,3,TRUE,3,shopping,193,224,NA,13,SHARED2FREE,1.3410178040442167,TRUE
280185413,854223,309509,35023176,shopping,1,FALSE,1,Home,185,193,NA,14,SHARED2FREE,1.5696176232340366,TRUE
281498441,858226,310707,35187305,work,1,TRUE,1,work,211,187,NA,6,DRIVEALONEFREE,-0.5067613077753871,TRUE
281498313,858226,310707,35187289,atwork,1,TRUE,1,atwork,211,211,NA,12,DRIVEALONEFREE,0.03615050057890225,TRUE
281498317,858226,310707,35187289,atwork,1,FALSE,4,shopping,215,211,10.962584224564704,13,DRIVEALONEFREE,-0.3521662928535244,TRUE
281498318,858226,310707,35187289,atwork,2,FALSE,4,eatout,211,215,11.436271559737754,13,DRIVEALONEFREE,-0.3535723483495685,TRUE
281498319,858226,310707,35187289,atwork,3,FALSE,4,othmaint,383,211,11.840501841441135,13,DRIVEALONEFREE,-0.5020940510400828,TRUE
281498320,858226,310707,35187289,atwork,4,FALSE,4,Work,211,383,NA,13,DRIVEALONEFREE,-0.4482747987202166,TRUE
281498445,858226,310707,35187305,work,1,FALSE,1,Home,187,211,NA,18,DRIVEALONEFREE,-0.5078415959700859,TRUE
282435161,861082,311752,35304395,shopping,1,TRUE,1,shopping,168,198,NA,9,DRIVEALONEFREE,0.5723977805748915,TRUE
282435165,861082,311752,35304395,shopping,1,FALSE,1,Home,198,168,NA,11,SHARED2FREE,0.5894172765442635,TRUE
282434945,861082,311752,35304368,eatout,1,TRUE,1,eatout,557,198,NA,15,SHARED3FREE,0.08124908702161833,TRUE
